Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
FMDBL,First Micro Finance Development Bank,Microcredit,801.10,0.00,+0.77%,-1.71%,+2.91%,+3.69%,+10.43%,+81.49%,5.01,159.94,6.04,"1,03,271.27","5,50,473.35",-81.24%,"44,841.81","2,11,769.26",-78.83%,"16,840.53","1,31,726.81",-87.22%,5.01,9.79,-48.86%,132.54,131.25,+0.98%,"58,02,112.17","67,64,854.93",-14.23%,"40,19,557.44","49,99,685.41",-19.60%,"13,44,871.32","13,44,871.32",0.00%,"4,37,683.41","4,20,298.20",+4.14%
FOWAD,Forward Community Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,082.00",0.00,+1.12%,+0.09%,+0.65%,-1.03%,-13.09%,+9.20%,19.12,56.60,3.98,"7,07,666.54","26,25,949.20",-73.05%,"3,33,955.37","10,55,248.02",-68.35%,"57,153.55","65,310.43",-12.49%,19.12,5.46,+250.04%,271.79,249.65,+8.87%,"2,24,21,067.17","2,22,58,516.10",+0.73%,"1,91,70,597.30","1,92,72,820.90",-0.53%,"11,95,953.71","11,95,953.71",0.00%,"20,54,516.16","17,89,741.49",+14.79%
GBBD85,"Garima Debenture, 2085",Bond,"1,090.00",0.00,+0.28%,-2.50%,-0.91%,+0.93%,+5.42%,+9.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBBL,Garima Bikas Bank,Development Bank,391.00,22.21 Ar,-0.46%,+0.77%,+3.69%,+0.98%,+7.70%,+94.99%,17.64,22.16,2.35,"20,53,389.90","84,22,425.85",-75.62%,"9,98,594.65","36,43,300.59",-72.59%,"2,50,575.27","13,10,392.59",-80.88%,17.64,23.07,-23.51%,166.38,164.17,+1.34%,"10,49,65,367.90","10,45,44,980.80",+0.40%,"9,55,14,005.41","9,52,19,035.34",+0.31%,"56,80,517.33","56,80,517.33",0.00%,"37,70,845.14","36,45,428.16",+3.44%
GBIME,Global Ime Bank,Commercial Banks,226.00,86.14 Ar,-0.40%,-0.88%,+0.89%,-0.29%,+5.72%,-8.45%,19.51,11.59,1.26,"1,03,21,005.00","4,39,61,495.00",-76.52%,"41,33,063.00","1,67,12,277.00",-75.27%,"18,58,651.00","62,04,745.00",-70.04%,19.51,16.28,+19.82%,179.50,177.63,+1.05%,"72,96,28,550.00","68,97,46,862.00",+5.78%,"66,12,10,840.00","62,20,41,406.00",+6.30%,"3,81,15,853.00","3,81,15,853.00",0.00%,"3,03,01,859.00","2,95,89,605.00",+2.41%
GBIMESY2,Global IME Sammunat Yojana -2,Mutual Fund,9.10,0.00,-0.87%,+2.13%,+2.48%,+2.25%,-9.00%,-9.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBLBS,Grameen Bikas Laghubitta,Microcredit,755.50,7.42 Ar,-2.38%,-2.16%,-11.33%,-3.94%,-0.33%,+11.76%,49.68,15.21,2.69,"5,27,844.67","19,97,956.37",-73.58%,"3,35,561.89","11,67,217.21",-71.25%,"1,22,027.52","3,14,473.72",-61.20%,49.68,32.01,+55.21%,280.45,293.35,-4.40%,"1,44,00,050.39","1,44,71,984.51",-0.50%,"1,16,44,624.86","1,15,89,866.42",+0.47%,"9,82,500.00","9,82,500.00",0.00%,"17,72,925.53","18,99,618.09",-6.67%
GCIL,Ghorahi Cement Industry Limited,Manufacturing And Processing,428.00,0.00,-0.47%,+0.75%,+4.90%,+7.86%,-2.57%,+6.49%,-11.21,-38.18,2.30,"9,11,970.83","50,79,186.60",-82.04%,"2,29,569.77","10,54,323.80",-78.23%,"-1,28,020.83","-6,60,379.55",-80.61%,-11.21,-14.46,-22.46%,186.38,188.47,-1.11%,"2,23,27,733.14","2,26,92,961.37",-1.61%,"1,38,14,362.99","1,40,84,041.44",-1.91%,"45,67,685.70","45,67,685.70",0.00%,"39,45,684.45","40,41,234.23",-2.36%
GFCL,Goodwill Finance,Finance,664.00,6.28 Ar,+5.73%,+4.08%,+15.88%,+13.41%,-12.27%,+219.86%,15.81,42.01,3.32,"2,67,979.91","11,06,971.33",-75.79%,"73,340.89","1,96,760.63",-62.73%,"37,384.70","5,119.39",+630.26%,15.81,0.54,"+2,821.01%",200.26,197.14,+1.58%,"1,50,22,052.67","1,47,18,802.16",+2.06%,"1,31,27,506.60","1,28,53,617.41",+2.13%,"9,46,115.20","9,46,115.20",0.00%,"9,48,530.87","9,19,069.55",+3.21%
GHL,Ghalemdi Hydro Limited,Hydro Power,211.00,3.48 Ar,+0.43%,+0.05%,+1.01%,+1.44%,+2.18%,+99.06%,-4.22,-50.06,2.21,"34,479.08","1,23,826.95",-72.16%,"16,380.79","93,660.04",-82.51%,"-17,388.07","-33,391.57",-47.93%,-4.22,-2.02,+108.29%,95.63,96.28,-0.68%,"24,70,485.67","23,43,308.10",+5.43%,"8,92,577.66","7,54,661.41",+18.28%,"16,50,000.00","16,50,000.00",0.00%,"-72,091.99","-61,353.31",+17.50%
GIBF1,Global IME Balanced Fund-1,Mutual Fund,10.64,0.00,+1.62%,+2.50%,+2.80%,+8.57%,+10.03%,+45.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILB,Global IME Laghubitta Bittiya Sanstha,Microcredit,"1,163.00",0.00,+1.04%,+0.43%,-3.90%,+4.41%,+4.50%,+14.41%,40.19,28.94,5.28,"3,73,963.25","13,51,730.35",-72.33%,"2,27,419.68","7,59,726.48",-70.07%,"62,179.33","2,35,872.01",-73.64%,40.19,38.11,+5.45%,220.09,215.35,+2.20%,"1,05,57,264.19","1,03,79,976.77",+1.71%,"91,95,153.05","90,47,165.94",+1.64%,"6,18,900.05","6,18,900.05",0.00%,"7,43,211.10","7,13,910.78",+4.10%
GLBSL,Gurans Laghubitta Bittiya Sanstha,Microcredit,"1,930.00",0.00,+0.31%,+0.99%,+1.05%,+6.56%,-5.74%,+199.29%,50.03,38.58,11.20,"74,336.39","2,63,208.32",-71.76%,"42,946.75","1,32,399.95",-67.56%,"14,488.97","39,583.45",-63.40%,50.03,34.17,+46.41%,172.27,156.79,+9.87%,"22,29,853.54","20,63,162.70",+8.08%,"20,30,280.01","18,81,525.72",+7.91%,"1,15,849.50","1,15,849.50",0.00%,"83,724.03","65,787.48",+27.26%
GLH,GreenLife Hydropower Limited,Hydro Power,250.00,4.50 Ar,+0.40%,+2.25%,+1.42%,-1.38%,+1.63%,-23.78%,2.41,103.94,2.27,0.00,0.00,0.00%,0.00,0.00,0.00%,"10,823.37","43,390.90",-75.06%,2.41,2.41,-0.22%,110.33,109.77,+0.51%,"1,08,33,627.08","1,05,70,643.15",+2.49%,"88,47,758.79","85,94,862.95",+2.94%,"18,00,000.00","18,00,000.00",0.00%,"1,85,868.30","1,75,780.19",+5.74%
GMFBS,Ganapati Microfinance Bittiya Sanstha,Microcredit,"1,498.90",0.00,+0.26%,-1.32%,-1.10%,-0.07%,-15.03%,+59.20%,30.67,48.87,7.67,"86,877.38","3,31,141.54",-73.76%,"49,041.91","1,72,772.09",-71.61%,"11,621.77","42,503.09",-72.66%,30.67,28.04,+9.37%,195.32,177.45,+10.07%,"26,81,064.75","26,67,909.90",+0.49%,"23,85,052.07","23,98,980.68",-0.58%,"1,51,554.53","1,51,554.53",0.00%,"1,44,458.15","1,17,374.69",+23.07%
GMFIL,Guheshowori Merchant Bank & Finance,Finance,463.90,4.70 Ar,+1.73%,-0.02%,-2.40%,+11.25%,-10.62%,+168.25%,-12.16,-38.15,2.95,"1,67,378.00","7,48,672.00",-77.64%,"50,370.00","1,73,053.00",-70.89%,"-30,766.00","27,956.00",-210.05%,-12.16,2.76,-540.20%,157.35,153.63,+2.42%,"99,98,839.00","98,64,425.00",+1.36%,"84,06,156.00","83,09,393.00",+1.16%,"10,12,176.00","10,12,176.00",0.00%,"5,80,507.00","5,42,856.00",+6.94%
GMLI,Guardian Micro Life Insurance Limited,Life Insurance,"1,701.00",0.00,-0.30%,-0.82%,-3.74%,-14.95%,+413.74%,+413.74%,3.78,450.18,16.52,"1,28,200.85","4,54,601.03",-71.80%,514.95,"1,52,154.80",-99.66%,"7,084.62","60,182.97",-88.23%,3.78,8.02,-52.91%,106.08,107.73,-1.53%,"11,69,642.90","10,75,808.55",+8.72%,"3,74,011.90","2,67,855.85",+39.63%,"7,50,000.00","7,50,000.00",0.00%,"22,191.80","48,157.74",-53.92%
GRDBL,Green Development Bank Ltd.,Development Bank,"1,117.60",6.37 Ar,+0.69%,-2.48%,+6.33%,+10.31%,+5.07%,+687.91%,-21.17,-52.78,9.53,"1,26,750.41","5,40,508.50",-76.55%,"46,101.86","2,02,042.95",-77.18%,"-30,156.65","69,408.39",-143.45%,-21.17,12.18,-273.79%,117.31,122.11,-3.93%,"71,77,311.38","72,06,325.64",-0.40%,"65,09,003.70","65,10,665.47",-0.03%,"5,69,698.50","5,69,698.50",0.00%,"98,609.18","1,25,961.67",-21.71%
GSY,Garima Samriddhi Yojana,Mutual Fund,9.06,0.00,-0.44%,-1.52%,+0.67%,+1.57%,+0.67%,+0.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUFL,Gurkhas Finance Ltd.,Finance,511.00,4.44 Ar,+0.79%,-0.20%,+3.17%,+6.66%,-19.91%,+75.60%,-19.55,-26.14,3.81,"1,96,118.65","8,38,097.33",-76.60%,"80,071.07","2,50,823.11",-68.08%,"-42,415.13","-1,27,394.55",-66.71%,-19.55,-14.68,+33.18%,134.18,142.45,-5.81%,"1,05,20,874.62","1,08,57,291.12",-3.10%,"93,56,238.88","96,20,873.77",-2.75%,"8,67,993.80","8,67,993.80",0.00%,"2,96,641.94","3,68,423.55",-19.48%
GVL,Green Ventures Limited,Hydro Power,502.80,17.28 Ar,+1.00%,-0.22%,-2.73%,+3.03%,-6.23%,+85.65%,35.25,14.27,4.16,"5,76,092.88","16,13,643.98",-64.30%,"4,19,226.46","9,94,438.84",-57.84%,"3,02,893.57","3,93,582.29",-23.04%,35.25,11.45,+207.83%,120.81,112.00,+7.87%,"1,06,72,079.76","1,10,27,227.15",-3.22%,"65,19,215.55","71,77,250.10",-9.17%,"34,37,500.00","34,37,500.00",0.00%,"7,15,364.21","4,12,477.05",+73.43%
H8020,Himalayan 80-20,Mutual Fund,11.30,0.00,+0.62%,-0.88%,+3.39%,+9.71%,+27.10%,+35.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATHY,Hathway Investment Nepal Limited,Organized Fund,884.00,0.00,+0.78%,-1.24%,-2.10%,-5.96%,-26.37%,+282.18%,0.56,1584.36,13.26,"8,814.26","1,97,496.59",-95.54%,"14,366.45","1,39,307.68",-89.69%,"4,423.41","64,947.72",-93.19%,0.56,2.29,-75.68%,66.64,75.38,-11.59%,"27,22,883.72","26,87,552.15",+1.31%,"6,09,557.16","5,53,378.78",+10.15%,"15,85,584.00","14,15,700.00",+12.00%,"5,27,742.56","7,18,473.37",-26.55%
HBL,Himalayan Bank,Commercial Banks,190.00,41.15 Ar,0.00%,+0.11%,+1.82%,-3.50%,-18.35%,-54.86%,12.45,15.26,1.07,"62,24,375.62","2,77,00,811.43",-77.53%,"25,07,111.35","1,04,56,690.27",-76.02%,"7,02,894.98","15,12,532.12",-53.53%,12.45,6.98,+78.27%,177.63,175.07,+1.46%,"38,46,74,582.00","37,29,47,315.70",+3.14%,"34,45,63,047.30","33,50,32,260.60",+2.84%,"2,25,81,662.53","2,16,56,615.63",+4.27%,"1,75,29,873.22","1,62,58,439.42",+7.82%
HDHPC,Himal Dolakha Hydropower Company Limited,Hydro Power,176.00,4.93 Ar,0.00%,+0.57%,+0.57%,+1.68%,-9.74%,+48.08%,2.33,75.65,2.26,"69,604.77","1,17,697.56",-40.86%,"52,108.38","90,371.15",-42.34%,"16,286.32","-40,356.30",-140.36%,2.33,-1.44,-261.43%,77.95,75.92,+2.66%,"23,84,457.21","23,54,885.80",+1.26%,"2,01,921.41","2,28,992.61",-11.82%,"28,00,000.00","28,00,000.00",0.00%,"-6,17,464.20","-6,74,106.82",-8.40%
HDL,Himalayan Distillery,Manufacturing And Processing,"1,139.00",35.01 Ar,-0.35%,-1.43%,-0.52%,+4.39%,+18.47%,+10.76%,11.75,96.96,8.23,"6,09,777.61","37,75,659.21",-83.85%,"3,88,963.82","24,52,038.06",-84.14%,"90,258.17","9,53,263.67",-90.53%,11.75,31.02,-62.13%,138.40,135.84,+1.88%,"49,50,110.17","45,72,987.62",+8.25%,"6,96,614.14","3,97,932.57",+75.06%,"30,73,401.81","30,73,401.81",0.00%,"11,80,094.22","11,01,653.23",+7.12%
HEI,Himalayan Everest Insurance Limited,Non Life Insurance,504.90,12.62 Ar,+0.18%,-0.22%,+3.25%,+5.78%,-15.58%,+25.55%,-17.49,-28.86,1.48,"7,93,246.48","26,86,265.59",-70.47%,"83,034.53","14,88,474.04",-94.42%,"-1,09,337.40","5,32,335.53",-120.54%,-17.49,21.29,-182.16%,205.96,210.34,-2.08%,"1,21,08,227.93","1,05,19,278.27",+15.11%,"69,58,785.95","52,60,381.39",+32.29%,"25,00,157.40","25,00,157.40",0.00%,"2,24,221.70","3,33,559.10",-32.78%
HHL,Himalayan Hydropower Limited,Hydro Power,330.00,3.61 Ar,+1.54%,+1.57%,+0.92%,+1.23%,-38.47%,+31.58%,13.27,24.86,4.06,"1,06,577.21","3,34,497.41",-68.14%,"91,236.42","2,96,335.38",-69.21%,"36,333.76","69,678.65",-47.86%,13.27,6.36,+108.58%,81.28,78.47,+3.58%,"22,78,284.63","22,85,996.07",-0.34%,"13,88,314.27","14,26,762.64",-2.69%,"10,95,000.00","10,95,000.00",0.00%,"-2,05,029.64","-2,35,766.57",-13.04%
HIDCL,Hydroelectricity Investment and Development Company,Organized Fund,255.20,62.68 Ar,-0.58%,-1.09%,-1.42%,+1.17%,+12.46%,+54.48%,3.16,80.78,2.21,"2,89,725.00","14,31,559.00",-79.76%,"2,75,114.00","14,14,316.00",-80.55%,"1,93,976.00","9,44,645.00",-79.47%,3.16,3.85,-17.86%,115.55,115.03,+0.45%,"2,89,69,127.00","2,87,93,614.00",+0.61%,"5,89,706.00","5,37,664.00",+9.68%,"2,45,59,813.00","2,45,59,813.00",0.00%,"38,19,608.00","36,91,885.00",+3.46%
HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,Organized Fund,180.90,5.97 Ar,0.00%,+0.28%,+0.28%,-0.39%,+13.70%,+98.45%,3.16,57.26,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIMSTAR,Him Star Urja Company Limited,Hydro Power,899.00,3.35 Ar,-1.53%,-4.77%,-3.85%,+45.23%,+236.07%,+236.07%,0.59,1517.09,9.14,0.00,0.00,0.00%,0.00,0.00,0.00%,552.58,0.00,0.00%,0.59,0.00,0.00%,98.38,0.00,0.00%,"12,81,227.58",0.00,0.00%,"9,14,271.32",0.00,0.00%,"3,73,000.00",0.00,0.00%,"-6,043.74",0.00,0.00%
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited,Microcredit,888.10,0.00,-0.60%,-1.32%,+2.99%,+5.28%,+0.48%,+34.04%,25.90,34.29,5.19,"1,71,953.28","6,55,505.76",-73.77%,"98,869.04","3,53,016.91",-71.99%,"20,708.17","91,773.29",-77.44%,25.90,28.70,-9.74%,170.96,171.28,-0.19%,"58,63,966.15","56,89,393.26",+3.07%,"53,17,190.58","51,41,597.59",+3.42%,"3,19,818.20","3,19,818.20",0.00%,"2,26,957.37","2,27,977.47",-0.45%
HLI,Himalayan Life Insurance Limited,Life Insurance,364.90,33.36 Ar,-0.57%,-1.38%,-1.86%,-2.69%,-5.88%,+11.29%,5.59,65.29,3.36,"58,92,478.49","2,39,98,022.16",-75.45%,"4,35,853.36","18,67,294.45",-76.66%,"1,27,759.53","5,46,974.43",-76.64%,5.59,5.98,-6.57%,105.65,111.20,-4.99%,"9,41,62,544.33","9,16,06,762.79",+2.79%,"8,45,02,330.71","8,14,39,044.50",+3.76%,"91,43,237.31","91,43,237.31",0.00%,"7,76,802.13","7,02,909.19",+10.51%
HLICF,HLI Large Cap Fund,Mutual Fund,9.00,0.00,-1.64%,-2.39%,+0.33%,-7.22%,-7.22%,-7.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPPL,Himalayan Power Partner Ltd.,Hydro Power,478.50,5.10 Ar,+0.95%,+3.71%,+4.25%,+11.28%,+3.57%,+107.14%,23.98,19.95,3.91,"2,16,050.05","7,44,192.37",-70.97%,"1,99,646.53","6,76,872.61",-70.50%,"63,877.72","72,625.22",-12.04%,23.98,6.82,+251.82%,122.30,116.10,+5.33%,"54,78,051.37","54,99,146.31",-0.38%,"41,75,068.89","42,62,150.34",-2.04%,"10,65,417.00","10,65,417.00",0.00%,"2,37,565.48","1,71,578.97",+38.46%
HRL,Himalayan Reinsurance Limited,ReInsurance,840.50,91.35 Ar,-0.18%,+0.78%,+2.13%,+4.93%,+11.04%,+168.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURJA,Himalaya Urja Bikas Company Limited,Hydro Power,222.00,4.40 Ar,+0.41%,+0.45%,+0.45%,+3.98%,-3.44%,+49.49%,13.38,16.59,2.36,"1,87,790.93","4,16,220.59",-54.88%,"1,84,035.11","4,07,896.18",-54.88%,"66,232.43","46,239.19",+43.24%,13.38,2.34,+472.95%,93.94,91.02,+3.20%,"36,34,722.99","36,04,290.52",+0.84%,"17,74,778.07","18,02,093.47",-1.52%,"19,80,000.00","19,80,000.00",0.00%,"-1,20,055.08","-1,77,802.95",-32.48%
ICFC,ICFC Finance,Finance,660.00,7.81 Ar,+2.68%,+1.24%,+6.45%,+8.85%,+5.29%,+180.56%,7.59,86.96,3.59,"4,79,750.19","19,38,241.82",-75.25%,"1,59,361.12","6,16,916.55",-74.17%,"22,455.41","3,44,943.83",-93.49%,7.59,29.15,-73.96%,183.63,184.72,-0.59%,"2,43,97,565.79","2,36,55,853.07",+3.14%,"2,22,24,355.68","2,14,69,723.37",+3.51%,"11,83,470.96","11,83,470.96",0.00%,"9,89,739.15","10,02,658.74",-1.29%
ICFCD83,12% ICFC Finance Limited Debenture 2083,Bond,"1,165.00",0.00,-2.52%,-4.27%,-6.15%,-1.10%,-8.98%,+3.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICFCD88,9% ICFC Finance Limited Debenture 2088,Bond,"1,141.10",0.00,-3.30%,-0.69%,+0.36%,+2.71%,+3.74%,+3.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGI,IGI Prudential insurance Limited,Non Life Insurance,420.90,12.75 Ar,+0.45%,+1.13%,+2.51%,+5.17%,-23.53%,-23.93%,-27.41,-15.35,1.18,"4,44,750.29","21,03,045.16",-78.85%,"-66,550.29","11,46,899.05",-105.80%,"-2,07,601.51","3,64,974.07",-156.88%,-27.41,12.05,-327.52%,179.41,189.44,-5.29%,"1,43,86,291.17","1,10,67,204.48",+29.99%,"89,51,270.35","53,28,415.07",+67.99%,"30,29,334.64","30,29,334.64",0.00%,"-49,012.25","1,72,059.28",-128.49%
IHL,Ingwa Hydropower Limited,Hydro Power,547.00,3.28 Ar,+2.47%,-3.01%,-2.15%,+3.60%,-21.97%,+70.46%,3.73,146.47,5.66,"79,458.83","2,85,063.04",-72.13%,"69,998.16","2,56,553.89",-72.72%,"5,601.89","3,201.49",+74.98%,3.73,0.53,+599.91%,96.70,95.37,+1.39%,"24,55,732.15","25,01,069.43",-1.81%,"18,75,528.04","19,28,829.74",-2.76%,"6,00,000.00","6,00,000.00",0.00%,"-19,795.89","-27,760.31",-28.69%
ILBS,Infinity Laghubitta Bittiya Sanstha Limited,Microcredit,980.10,4.88 Ar,-1.40%,-3.91%,-0.50%,-12.57%,+1.35%,+24.96%,25.31,38.72,6.01,"1,96,131.18","7,98,207.89",-75.43%,"1,05,219.14","4,04,969.29",-74.02%,"31,477.03","93,755.04",-66.43%,25.31,18.85,+34.29%,162.96,156.65,+4.03%,"63,25,337.87","65,02,847.21",-2.73%,"55,14,738.05","57,23,620.91",-3.65%,"4,97,415.94","4,97,415.94",0.00%,"3,13,183.88","2,81,810.35",+11.13%
ILI,IME Life Insurance Company Limited,Life Insurance,445.10,22.25 Ar,+1.27%,+1.11%,-0.31%,+6.72%,+1.05%,+1.96%,12.67,35.14,3.80,"19,48,445.35","69,84,256.59",-72.10%,"3,51,281.73","13,49,842.78",-73.98%,"1,58,314.06","5,83,301.76",-72.86%,12.67,11.67,+8.56%,137.41,138.58,-0.85%,"2,21,62,186.02","2,14,86,445.71",+3.14%,"1,52,91,792.91","1,45,57,402.94",+5.04%,"50,00,000.00","50,00,000.00",0.00%,"8,62,623.76","6,55,416.67",+31.61%
JBBL,Jyoti Bikas Bank,Development Bank,339.90,14.94 Ar,+2.13%,+2.56%,+8.59%,+9.68%,-4.33%,+74.23%,6.40,53.11,2.28,"12,83,529.07","57,32,834.94",-77.61%,"5,25,976.92","20,94,868.66",-74.89%,"70,334.51","12,378.83",+468.18%,6.40,0.28,"+2,172.80%",149.00,148.84,+0.10%,"7,36,01,324.74","7,12,80,175.65",+3.26%,"6,70,51,754.50","6,47,37,384.35",+3.58%,"43,95,785.89","43,95,785.89",0.00%,"21,53,784.36","21,47,005.41",+0.32%
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,313.00",20.17 Ar,-0.68%,-3.46%,+3.32%,+8.44%,+11.33%,+283.11%,37.98,34.57,4.47,"10,48,018.94","40,51,815.34",-74.13%,"5,57,316.72","21,17,887.16",-73.69%,"1,45,859.06","7,40,363.76",-80.30%,37.98,48.20,-21.20%,293.80,257.63,+14.04%,"3,04,12,929.57","3,03,37,867.65",+0.25%,"2,58,99,594.14","2,63,80,281.33",-1.82%,"15,36,171.55","15,36,171.55",0.00%,"29,77,163.88","24,21,414.78",+22.95%
JFL,Janaki Finance,Finance,437.00,3.02 Ar,+1.63%,+0.81%,+5.43%,+0.69%,-29.29%,+93.51%,1.07,408.64,-220.93,"71,043.19","4,79,945.20",-85.20%,"17,424.51","1,66,704.74",-89.55%,"1,845.98","-2,07,284.11",-100.89%,1.07,-30.02,-103.56%,-1.98,3.01,-165.75%,"46,70,086.27","50,38,794.46",-7.32%,"46,83,743.58","50,18,023.93",-6.66%,"6,90,472.80","6,90,472.80",0.00%,"-7,04,130.11","-6,69,702.27",+5.14%
JHAPA,Jhapa Energy Limited,Hydro Power,"1,422.00",5.41 Ar,-0.21%,+3.04%,+12.88%,+356.94%,+356.94%,+356.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSHI,Joshi Hydropower Development Company Ltd,Hydro Power,284.00,1.74 Ar,-0.35%,0.00%,-3.40%,-4.05%,-4.76%,+161.79%,-8.55,-33.23,6.34,"25,456.32","19,347.10",+31.58%,"17,219.89","15,609.16",+10.32%,"-31,743.57","-17,835.78",+77.98%,-8.55,-6.40,+33.48%,44.82,48.57,-7.71%,"4,59,048.43","4,64,463.74",-1.17%,"2,92,583.53","2,84,091.06",+2.99%,"3,71,400.00","3,71,400.00",0.00%,"-2,04,935.11","-1,91,027.32",+7.28%
JSLBB,Janautthan Samudayic Laghubitta Bikas Bank,Microcredit,"1,159.00",0.00,+0.09%,-1.78%,-1.78%,+0.78%,-28.50%,+7.14%,2.11,549.49,6.95,"66,282.09","3,08,327.59",-78.50%,"30,083.61","1,48,026.06",-79.68%,896.91,"14,650.47",-93.88%,2.11,8.61,-75.51%,166.77,158.17,+5.44%,"23,69,073.91","23,97,876.72",-1.20%,"20,85,409.79","21,28,842.54",-2.04%,"1,70,091.90","1,70,091.90",0.00%,"1,13,572.22","98,942.28",+14.79%
KBL,Kumari Bank,Commercial Banks,179.00,0.00,-0.06%,-0.06%,+0.11%,-3.24%,-13.73%,-28.02%,16.11,11.11,1.23,"73,36,110.44","3,22,90,582.11",-77.28%,"29,12,050.99","1,15,54,394.66",-74.80%,"10,56,531.17","21,16,409.05",-50.08%,16.11,8.07,+99.68%,145.21,142.19,+2.13%,"44,23,70,137.00","44,24,96,648.60",-0.03%,"40,42,87,189.10","40,52,06,882.00",-0.23%,"2,62,25,861.34","2,62,25,861.34",0.00%,"1,18,57,086.59","1,10,63,905.33",+7.17%
KBLD89,11% KBL Debenture 2089,Bond,"1,325.00",0.00,0.00%,0.00%,-0.75%,+3.59%,+11.47%,+32.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBSH,Kutheli Bukhari Small Hydropower Limited,Hydro Power,"1,650.00",2.21 Ar,-0.49%,-3.40%,+1.20%,+2.92%,-26.94%,+279.10%,7.59,217.36,11.99,"8,198.05","31,128.13",-73.66%,"7,626.25","28,533.71",-73.27%,"2,544.04","8,938.71",-71.54%,7.59,6.67,+13.84%,137.56,136.72,+0.61%,"2,15,365.00","2,13,459.96",+0.89%,"30,954.70","30,175.92",+2.58%,"1,34,054.25","1,34,054.25",0.00%,"50,356.06","49,229.79",+2.29%
KDBY,Kumari Dhanabriddhi Yojana,Mutual Fund,9.79,0.00,+0.51%,+0.10%,+5.50%,+8.78%,+19.03%,+39.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDL,Kalinchowk Darshan Limited,Hotels,786.00,4.72 Ar,-0.08%,-0.63%,-7.55%,-9.28%,-24.81%,+490.94%,-2.26,-348.12,7.50,"8,444.74","80,650.49",-89.53%,"2,204.74","53,113.96",-95.85%,"-3,386.73","27,802.86",-112.18%,-2.26,4.63,-148.72%,104.76,105.28,-0.49%,"7,74,072.59","7,36,023.04",+5.17%,"1,45,501.65","1,04,369.34",+39.41%,"6,00,000.00","6,00,000.00",0.00%,"28,570.93","31,653.70",-9.74%
KEF,Kumari Equity Fund,Mutual Fund,9.29,0.00,+0.98%,+0.54%,+2.09%,+4.62%,+17.64%,+31.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKHC,Khanikhola Hydropower Co. Ltd.,Hydro Power,219.90,2.05 Ar,-0.90%,+1.85%,-7.33%,-2.27%,-16.91%,+111.44%,-8.54,-25.74,2.70,"18,221.30","56,043.46",-67.49%,"18,221.30","56,043.46",-67.49%,"-18,914.90","-34,990.87",-45.94%,-8.54,-7.51,+13.72%,81.39,73.02,+11.46%,"15,15,350.83","14,81,004.13",+2.32%,"7,94,681.64","11,40,944.72",-30.35%,"8,85,493.70","4,65,714.30",+90.14%,"-1,64,824.51","-1,25,654.89",+31.17%
KMCDB,Kalika Laghubitta Bittiya Sanstha,Microcredit,953.00,3.89 Ar,+0.85%,-4.03%,+0.70%,+8.04%,+2.72%,+55.41%,19.96,47.75,4.98,"1,81,527.39","6,66,890.50",-72.78%,"1,08,785.81","3,81,015.15",-71.45%,"20,340.04","1,08,068.52",-81.18%,19.96,26.51,-24.71%,191.51,186.44,+2.72%,"51,50,735.49","52,95,655.97",-2.74%,"43,69,977.46","45,35,556.85",-3.65%,"4,07,692.31","4,07,692.31",0.00%,"3,73,065.72","3,52,406.81",+5.86%
