Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
NICA,NIC Asia Bank,Commercial Banks,334.20,0.00,-1.12%,-2.79%,+5.43%,+5.53%,-11.54%,-52.06%,3.28,102.03,1.68,"63,35,002.94","2,88,16,212.12",-78.02%,"22,86,038.41","1,02,56,235.57",-77.71%,"1,22,160.86","1,61,573.23",-24.39%,3.28,1.08,+202.43%,198.74,197.90,+0.43%,"39,57,15,571.80","37,87,64,242.00",+4.48%,"36,60,68,081.60","34,92,42,484.50",+4.82%,"1,49,17,566.92","1,49,17,566.92",0.00%,"1,47,29,923.29","1,46,04,190.58",+0.86%
NICAD2091,7% NIC ASIA Debenture 2091,Bond,"1,073.40",0.00,-1.88%,-0.70%,-1.16%,+2.72%,+2.23%,+2.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICBF,NIC Asia Balanced Fund,Mutual Fund,9.28,0.00,+1.87%,+4.27%,+4.74%,+7.91%,+15.11%,+59.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICD88,NIC ASIA Rinpatra 2088,Bond,"1,130.00",0.00,-1.74%,0.00%,+3.20%,0.00%,+8.65%,+15.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICFC,NIC Asia Flexi CAP Fund,Mutual Fund,8.85,0.00,-0.56%,-0.67%,+0.57%,0.00%,+8.64%,+6.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICGF2,NIC ASIA Growth Fund-2,Mutual Fund,9.10,0.00,+0.55%,-0.11%,+3.41%,+7.31%,+4.24%,+1.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICL,Nepal Insurance,Non Life Insurance,509.00,12.97 Ar,+2.19%,+0.99%,+0.47%,+1.04%,-20.15%,+55.81%,-15.13,-33.65,2.21,"3,24,740.98","14,67,745.27",-77.87%,"-27,604.91","9,40,213.85",-102.94%,"-96,378.68","3,16,459.29",-130.46%,-15.13,16.74,-190.38%,171.58,198.88,-13.73%,"93,70,394.24","65,28,062.75",+43.54%,"49,97,531.93","27,67,451.44",+80.58%,"25,48,575.01","18,90,878.23",+34.78%,"65,873.79","1,62,252.46",-59.40%
NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,Microcredit,558.90,9.72 Ar,+0.02%,-0.11%,+0.22%,+1.25%,-15.06%,-27.69%,2.09,267.35,4.59,"6,51,880.61","18,89,974.33",-65.51%,"3,70,960.77","7,51,921.78",-50.66%,"9,090.66","-4,48,665.26",-102.03%,2.09,-25.79,-108.10%,121.77,121.24,+0.44%,"2,27,14,084.49","2,15,17,502.86",+5.56%,"2,05,95,900.41","1,94,08,600.28",+6.12%,"17,39,440.00","17,39,440.00",0.00%,"3,78,744.08","3,69,462.58",+2.51%
NICSF,NIC Asia Select Fund 30,Mutual Fund,8.72,0.00,+0.81%,+0.81%,+1.04%,-2.02%,+3.85%,+6.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFRA,Nepal Infrastructure Bank Limited,Development Bank,260.00,56.16 Ar,+0.78%,-1.14%,-2.51%,+0.69%,+8.68%,-20.02%,3.86,67.33,2.17,"6,21,865.00","24,69,017.00",-74.81%,"3,73,094.00","18,99,858.00",-80.36%,"2,08,540.00","11,45,543.00",-81.80%,3.86,5.30,-27.18%,119.97,118.88,+0.92%,"4,20,11,029.00","4,14,11,997.00",+1.45%,"1,60,98,429.00","1,57,34,894.00",+2.31%,"2,16,00,000.00","2,16,00,000.00",0.00%,"43,12,600.00","40,77,103.00",+5.78%
NIFRAGED,Nifra Green Energy Debenture 6% - 2088/89,Bond,"1,030.00",0.00,-0.96%,-0.51%,-3.49%,+2.49%,+2.90%,+2.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIL,Neco Insurance,Non Life Insurance,618.00,0.00,0.00%,+0.49%,+2.23%,+4.22%,-12.95%,-6.81%,-12.36,-50.02,2.01,"5,04,353.53","24,23,513.00",-79.19%,"25,127.30","14,93,282.04",-98.32%,"-83,134.65","5,50,826.28",-115.09%,-12.36,21.90,-156.42%,227.15,245.55,-7.49%,"1,19,73,406.11","1,09,47,518.11",+9.37%,"58,59,636.14","47,70,799.38",+22.82%,"26,91,532.33","25,15,450.77",+7.00%,"4,87,483.46","7,55,966.60",-35.52%
NIMB,Nepal Investment Bank,Commercial Banks,190.90,0.00,-0.57%,-0.57%,+0.05%,-3.59%,-9.31%,-51.97%,0.53,361.55,0.97,"83,40,324.00","3,61,01,210.00",-76.90%,"32,43,125.00","1,41,28,168.00",-77.04%,"45,050.00","67,56,648.00",-99.33%,0.53,19.80,-97.33%,195.89,197.38,-0.75%,"58,37,58,594.00","56,56,63,354.00",+3.20%,"51,69,03,383.00","49,83,01,679.00",+3.73%,"3,41,28,595.00","3,41,28,595.00",0.00%,"3,27,26,615.00","3,32,33,080.00",-1.52%
NIMBPO,Nepal Investment Mega Bank Promoter,Commercial Banks,159.80,0.00,-0.75%,+1.78%,+2.44%,-3.15%,-0.06%,-54.23%,0.53,302.65,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLG,Nlg Insurance,Non Life Insurance,679.90,17.44 Ar,0.00%,-0.16%,+4.18%,+1.05%,-27.52%,+75.76%,-15.76,-43.15,2.49,"3,94,088.34","15,17,427.43",-74.03%,"-11,048.68","7,68,301.73",-101.44%,"-1,01,052.28","1,61,181.59",-162.69%,-15.76,6.28,-350.78%,168.76,177.06,-4.69%,"95,62,074.22","87,75,338.75",+8.97%,"52,32,975.94","42,33,408.16",+23.61%,"25,65,224.43","25,65,224.43",0.00%,"-1,50,777.45","57,493.64",-362.25%
NLIC,Nepal Life Insurance,Life Insurance,769.00,0.00,-0.65%,+0.27%,+0.89%,+10.07%,+13.61%,-40.84%,9.55,80.53,6.66,"1,83,64,131.39","6,83,70,211.87",-73.14%,"14,91,367.24","70,20,006.15",-78.76%,"2,15,551.66","6,03,263.58",-64.27%,9.55,6.68,+42.92%,138.14,136.75,+1.01%,"26,21,32,838.10","25,22,18,246.80",+3.93%,"24,96,60,890.90","23,98,71,338.80",+4.08%,"90,28,763.21","90,28,763.21",0.00%,"13,94,589.37","12,41,288.30",+12.35%
NLICL,National Life Insurance,Life Insurance,577.00,0.00,+0.26%,-0.40%,-0.18%,+4.92%,+10.06%,-4.76%,10.30,56.03,5.17,"73,11,425.62","2,86,03,394.97",-74.44%,"7,37,596.83","28,71,442.21",-74.31%,"1,40,885.66","4,12,843.08",-65.87%,10.30,7.54,+36.50%,131.54,129.72,+1.40%,"10,55,67,467.70","10,32,54,369.20",+2.24%,"9,83,68,639.40","9,61,55,022.63",+2.30%,"54,72,739.74","54,72,739.74",0.00%,"6,38,071.82","5,10,124.12",+25.08%
NLO,Nepal Lube Oil,Manufacturing And Processing,259.10,0.00,+1.97%,0.00%,+1.97%,+1.97%,+12.69%,+197.15%,26.83,9.66,0.51,"2,89,983.68","13,63,088.98",-78.73%,"75,235.81","4,15,413.02",-81.89%,"5,864.24","45,664.48",-87.16%,26.83,62.67,-57.19%,507.75,580.97,-12.60%,"10,62,950.52","10,63,639.09",-0.06%,"6,19,001.97","6,40,330.86",-3.33%,"87,435.24","72,862.68",+20.00%,"3,56,513.31","3,50,445.55",+1.73%
NMB,NMB Bank,Commercial Banks,239.00,43.90 Ar,0.00%,+0.76%,+3.59%,+7.06%,+7.92%,-32.59%,19.95,11.98,1.33,"55,94,323.00","2,22,67,952.00",-74.88%,"24,87,253.00","80,20,894.00",-68.99%,"9,15,983.00","32,81,791.00",-72.09%,19.95,17.87,+11.64%,179.29,177.50,+1.01%,"36,02,20,851.00","35,21,01,479.00",+2.31%,"32,72,90,460.00","31,94,99,716.00",+2.44%,"1,83,66,706.00","1,83,66,706.00",0.00%,"1,45,63,685.00","1,42,35,055.00",+2.31%
NMB50,NMB 50,Mutual Fund,10.47,0.00,+1.75%,+1.55%,+1.75%,+2.55%,+17.28%,+71.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMBHF2,NMB Hybrid Fund L- II,Mutual Fund,9.24,0.00,-0.54%,+0.87%,+2.10%,+3.94%,+0.11%,+0.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMBMF,NMB Microfinance,Microcredit,731.00,5.27 Ar,+7.34%,+6.87%,-2.53%,+12.81%,+5.04%,-16.98%,7.06,103.61,5.22,"2,34,381.43","7,96,521.53",-70.57%,"1,36,335.53","4,35,500.45",-68.69%,"12,725.09","63,841.57",-80.07%,7.06,8.85,-20.27%,140.01,140.61,-0.43%,"77,18,825.56","71,57,915.25",+7.84%,"67,08,739.86","61,43,464.60",+9.20%,"7,21,449.15","7,21,449.15",0.00%,"2,88,636.55","2,93,001.51",-1.49%
NMFBS,National Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,096.20",14.60 Ar,-1.69%,-4.50%,-3.23%,+3.05%,-4.41%,+23.08%,43.34,25.29,4.28,"8,42,820.00","31,61,789.00",-73.34%,"4,23,211.00","16,15,523.00",-73.80%,"1,44,287.00","4,74,045.00",-69.56%,43.34,35.60,+21.75%,255.89,245.00,+4.45%,"3,01,08,634.00","2,98,35,437.00",+0.92%,"2,67,01,201.00","2,65,73,032.00",+0.48%,"13,31,609.00","13,31,609.00",0.00%,"20,75,824.00","19,30,796.00",+7.51%
NMIC,Nepal Micro Insurance Company Limited,Non Life Insurance,"1,220.00",9.15 Ar,-1.61%,-1.05%,-2.94%,-9.90%,+266.92%,+266.92%,4.38,278.72,9.28,"42,976.13","1,34,020.14",-67.93%,"23,762.33","1,04,870.71",-77.34%,"8,207.19","1,657.10",+395.27%,4.38,0.22,"+1,881.53%",106.89,99.86,+7.04%,"11,25,797.96","10,10,819.36",+11.37%,"3,24,150.67","2,61,862.02",+23.79%,"7,50,000.00","7,50,000.00",0.00%,"44,360.95","-5,700.00",-878.26%
NMLBBL,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microcredit,629.50,0.00,+0.56%,-1.64%,-2.55%,+1.70%,-3.30%,-20.10%,15.84,39.73,2.98,"7,15,018.61","28,01,007.05",-74.47%,"4,03,300.41","14,34,724.77",-71.89%,"55,368.51","2,54,017.21",-78.20%,15.84,18.17,-12.81%,211.21,206.77,+2.15%,"2,12,68,274.67","2,17,75,684.08",-2.33%,"1,83,16,013.85","1,88,85,580.91",-3.02%,"13,97,764.27","13,97,764.27",0.00%,"15,54,496.55","14,92,338.90",+4.17%
NRIC,Nepal Reinsurance Company Limited,ReInsurance,"1,311.00",175.96 Ar,-0.08%,+1.31%,+3.64%,-1.50%,+68.51%,+14.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRM,Nepal Republic Media Limited,Media,438.50,0.00,-2.10%,-0.34%,+6.69%,+5.79%,-5.09%,+59.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRN,NRN Infrastructure and Development Limited,Organized Fund,"1,382.50",17.76 Ar,+0.88%,-0.25%,+2.72%,+3.79%,+63.24%,+505.54%,1.58,876.09,5.72,"12,533.84","9,23,931.80",-98.64%,"7,708.85","8,29,747.73",-99.07%,"5,066.95","6,70,855.07",-99.24%,1.58,52.23,-96.98%,241.90,250.15,-3.30%,"37,16,127.49","39,49,338.51",-5.91%,"6,09,207.52","7,36,521.82",-17.29%,"12,84,372.29","12,84,372.29",0.00%,"18,22,547.69","19,28,444.40",-5.49%
NSIF2,NMB Sulav Investment Fund - 2,Mutual Fund,10.36,0.00,-0.77%,+0.88%,+1.67%,+3.19%,+14.96%,+17.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC,Nepal Doorsanchar Company,Telecom,847.00,152.46 Ar,+0.12%,-1.28%,+0.30%,+3.07%,+0.12%,-9.45%,29.45,28.76,1.67,"94,71,050.00","3,87,33,341.00",-75.55%,"79,45,789.00","3,28,48,030.00",-75.81%,"13,25,174.00","26,68,192.00",-50.33%,29.45,14.82,+98.66%,505.75,495.33,+2.11%,"12,63,67,322.00","12,07,91,440.00",+4.62%,"3,53,31,602.00","3,16,32,554.00",+11.69%,"1,80,00,000.00","1,80,00,000.00",0.00%,"7,30,35,720.00","7,11,58,886.00",+2.64%
NUBL,Nirdhan Utthan Bank,Microcredit,708.00,0.00,+0.07%,+0.43%,+0.72%,+2.79%,+9.86%,-6.51%,19.32,36.64,3.20,"8,77,500.64","35,60,017.27",-75.35%,"4,33,956.57","17,66,185.01",-75.43%,"1,26,176.35","8,36,078.48",-84.91%,19.32,32.01,-39.63%,221.52,221.22,+0.14%,"2,82,05,082.59","2,77,79,714.78",+1.53%,"2,24,18,765.81","2,20,01,352.07",+1.90%,"26,12,079.75","26,12,079.75",0.00%,"31,74,237.03","31,66,282.96",+0.25%
NWCL,Nepal Warehousing Company Limited,Trading,850.00,0.00,-1.15%,+0.24%,+6.38%,+8.28%,-10.01%,+270.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYADI,Nyadi Hydropower Limited,Hydro Power,394.90,0.00,-0.03%,+1.28%,+3.87%,+4.36%,-32.50%,+27.18%,-1.87,-211.61,6.44,"1,70,399.00","6,46,688.00",-73.65%,"95,620.00","3,65,455.00",-73.84%,"-7,698.00","-93,356.00",-91.75%,-1.87,-5.66,-67.02%,61.36,61.87,-0.83%,"56,61,725.00","57,37,650.00",-1.32%,"46,49,324.00","47,16,803.00",-1.43%,"16,50,000.00","16,50,000.00",0.00%,"-6,37,599.00","-6,29,153.00",+1.34%
OHL,Oriental Hotels,Hotels,704.00,0.00,+1.28%,+0.16%,+2.03%,+3.38%,-20.45%,+55.46%,-9.98,-70.53,2.15,"2,21,968.06","10,75,688.86",-79.37%,"4,579.17","2,59,415.71",-98.23%,"-29,555.79","29,552.59",-200.01%,-9.98,2.50,-500.04%,328.16,329.45,-0.39%,"59,68,164.42","60,93,506.51",-2.06%,"20,81,180.38","21,91,207.44",-5.02%,"11,84,494.96","11,84,494.96",0.00%,"27,02,489.07","27,17,804.10",-0.56%
OMPL,Om Megashree Pharmaceuticals Limited,Manufacturing And Processing,"1,298.00",7.79 Ar,-2.04%,+1.09%,+7.45%,+8.26%,+337.04%,+337.04%,-15.38,-84.37,12.97,"51,612.19","2,77,960.51",-81.43%,"32,844.39","1,79,815.96",-81.73%,"-23,077.11","8,928.36",-358.47%,-15.38,1.49,"-1,133.88%",100.09,103.94,-3.70%,"14,52,917.65","14,09,104.70",+3.11%,"8,52,384.70","7,85,494.65",+8.52%,"6,00,000.00","6,00,000.00",0.00%,532.95,"23,610.05",-97.74%
PBD88,10% Prime Debenture 2088,Bond,"1,250.00",0.00,0.00%,+1.13%,+1.05%,+1.63%,+10.66%,+27.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCBL,Prime Commercial Bank,Commercial Banks,239.00,46.37 Ar,-0.38%,+1.19%,+4.42%,+10.68%,+6.00%,-26.33%,25.94,9.21,1.33,"58,96,339.62","2,35,32,707.98",-74.94%,"24,07,447.60","88,22,434.30",-72.71%,"12,58,430.07","40,24,431.57",-68.73%,25.94,20.74,+25.08%,179.32,173.72,+3.22%,"31,66,29,560.50","31,71,47,016.90",-0.16%,"28,18,36,609.40","28,34,40,127.30",-0.57%,"1,94,02,575.72","1,94,02,575.72",0.00%,"1,53,90,375.41","1,43,04,313.95",+7.59%
PFL,Pokhara Finance,Finance,359.90,3.90 Ar,+1.32%,-1.40%,-1.67%,-3.38%,-25.19%,+86.68%,-23.84,-15.10,7.49,"1,49,151.19","9,10,502.40",-83.62%,"33,841.37","2,66,063.97",-87.28%,"-64,523.68","1,13,908.89",-156.64%,-23.84,10.52,-326.58%,48.08,53.69,-10.45%,"83,23,487.76","79,22,845.73",+5.06%,"78,03,018.04","73,41,659.96",+6.28%,"10,82,556.61","10,82,556.61",0.00%,"-5,62,086.89","-5,01,370.83",+12.11%
PHCL,Peoples Hydropower Company Limited,Hydro Power,266.00,8.51 Ar,+3.30%,+0.83%,-2.21%,-26.11%,-55.29%,-1.48%,0.82,324.21,2.88,"3,18,185.72","9,75,435.25",-67.38%,"2,02,216.01","5,01,147.27",-59.65%,"6,563.61","-1,57,711.40",-104.16%,0.82,-4.93,-116.65%,92.33,92.08,+0.27%,"1,13,27,300.19","1,13,74,001.51",-0.41%,"83,72,784.30","84,27,571.11",-0.65%,"32,00,000.00","32,00,000.00",0.00%,"-2,45,484.10","-2,53,569.60",-3.19%
PMHPL,Panchakanya Mai Hydropower,Hydro Power,318.80,3.51 Ar,-0.37%,+0.57%,+0.13%,-3.07%,+13.45%,+137.91%,13.34,23.90,3.95,"1,18,568.11","2,93,128.24",-59.55%,"98,959.43","2,47,925.53",-60.09%,"36,683.00","-68,561.14",-153.50%,13.34,-6.23,-314.02%,80.61,77.18,+4.44%,"26,03,614.35","26,59,407.78",-2.10%,"17,16,907.15","18,10,414.20",-5.16%,"11,00,000.00","11,00,000.00",0.00%,"-2,13,292.80","-2,51,006.42",-15.02%
PMLI,Prabhu Mahalaxmi Life Insurance Limited,Life Insurance,490.00,0.00,+1.77%,-0.41%,+4.07%,+12.87%,-0.06%,+125.65%,5.00,98.03,4.40,"17,27,094.05","65,59,752.44",-73.67%,"2,80,386.38","11,47,828.00",-75.57%,"63,774.91","3,70,743.48",-82.80%,5.00,7.26,-31.19%,116.56,115.92,+0.55%,"2,17,84,981.93","2,07,80,878.96",+4.83%,"1,58,36,145.76","1,48,64,516.71",+6.54%,"51,03,648.00","51,03,648.00",0.00%,"5,84,764.43","5,14,183.98",+13.73%
PPCL,Panchthar Power Company Ltd.,Hydro Power,347.50,3.34 Ar,+0.14%,+0.72%,+4.83%,+12.82%,+20.33%,+70.44%,21.42,16.23,3.62,"1,45,239.76","89,072.69",+63.06%,"1,35,236.78","83,019.89",+62.90%,"51,535.76","-46,123.33",-211.73%,21.42,-4.79,-546.94%,96.03,91.42,+5.04%,"29,50,620.87","30,20,958.67",-2.33%,"20,26,345.26","21,41,012.32",-5.36%,"9,62,500.00","9,62,500.00",0.00%,"-38,224.40","-82,553.65",-53.70%
PPL,Peoples Power Limited,Hydro Power,322.50,3.06 Ar,-0.71%,-0.15%,-0.59%,+11.21%,-22.58%,+58.24%,5.31,60.70,3.04,"31,751.00","96,335.00",-67.04%,"27,815.00","73,950.00",-62.39%,"12,604.00","3,319.00",+279.75%,5.31,0.52,+912.67%,106.21,97.31,+9.14%,"10,09,940.00","9,21,712.00",+9.57%,"2,129.00","3,06,986.00",-99.31%,"9,48,900.00","6,32,600.00",+50.00%,"58,913.00","-17,000.00",-446.55%
PRIN,Prabhu Insurance,Non Life Insurance,697.00,0.00,-0.43%,+0.29%,+4.65%,+6.77%,-15.99%,+54.46%,14.85,46.94,2.25,"2,43,892.89","9,62,100.96",-74.65%,"1,82,063.78","6,67,819.54",-72.74%,"63,139.75","2,11,958.94",-70.21%,14.85,14.70,+0.98%,202.27,235.22,-14.01%,"76,10,268.80","69,78,312.19",+9.06%,"41,69,754.25","35,87,657.39",+16.22%,"17,00,955.92","14,41,488.07",+18.00%,"2,49,233.74","4,44,389.19",-43.92%
PROFL,Progressive Finance,Finance,463.90,3.97 Ar,+2.41%,+0.85%,+2.88%,+3.55%,-19.74%,+262.69%,-18.43,-25.17,6.30,"1,42,227.91","5,93,801.64",-76.05%,"50,840.75","1,85,302.95",-72.56%,"-39,080.60","1,11,938.70",-134.91%,-18.43,13.20,-239.65%,73.60,79.24,-7.12%,"81,83,016.60","79,86,775.18",+2.46%,"75,58,850.85","73,14,766.53",+3.34%,"8,48,106.00","8,48,106.00",0.00%,"-2,23,940.24","-1,76,097.35",+27.17%
PRSF,Prabhu Smart Fund,Mutual Fund,10.99,0.00,-0.99%,-0.09%,+3.48%,+5.98%,+19.28%,+32.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRVU,Prabhu Bank,Commercial Banks,183.30,0.00,-0.11%,-1.45%,-0.27%,-7.89%,-16.34%,-46.69%,9.49,19.32,1.12,"64,59,930.00","2,32,29,499.00",-72.19%,"28,95,276.00","71,97,864.00",-59.78%,"5,58,483.00","54,42,695.00",-89.74%,9.49,23.12,-58.96%,163.55,162.00,+0.96%,"41,92,53,360.00","41,06,70,029.00",+2.09%,"38,07,48,729.00","37,25,31,197.00",+2.21%,"2,35,42,490.00","2,35,42,490.00",0.00%,"1,49,62,140.00","1,45,96,344.00",+2.51%
PSF,Prabhu Select Fund,Mutual Fund,10.97,0.00,+1.48%,+1.67%,+5.08%,+4.38%,+20.57%,+38.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PURE,Pure Energy Limited,Hydro Power,"1,048.00",8.38 Ar,-0.10%,+0.77%,+15.29%,+34.02%,+229.35%,+229.35%,4.50,232.75,10.31,"65,515.19","2,59,256.92",-74.73%,"61,813.91","2,45,098.19",-74.78%,"9,005.48","31,979.04",-71.84%,4.50,4.00,+12.64%,101.61,100.48,+1.12%,"23,22,223.39","23,20,310.54",+0.08%,"15,09,380.01","15,16,472.64",-0.47%,"8,00,000.00","8,00,000.00",0.00%,"12,843.38","3,837.90",+234.65%
RADHI,Radhi Bidhyut Company,Hydro Power,802.00,14.75 Ar,-2.08%,+6.44%,+11.39%,+21.52%,+130.53%,+540.84%,60.58,13.24,5.24,"40,630.44","1,28,934.64",-68.49%,"32,639.70","90,196.99",-63.81%,"2,78,513.41","3,79,817.56",-26.67%,60.58,20.65,+193.31%,153.03,136.40,+12.19%,"33,25,637.57","31,51,186.71",+5.54%,"5,11,519.85","6,42,843.51",-20.43%,"18,38,979.32","18,38,979.32",0.00%,"9,75,138.41","6,69,363.89",+45.68%
RAWA,Rawa Energy Development Limited,Hydro Power,721.90,2.02 Ar,+0.42%,+1.82%,+0.56%,+1.53%,-9.54%,+163.27%,19.15,37.71,9.03,"30,911.35","96,754.90",-68.05%,"27,340.63","83,808.10",-67.38%,"13,402.18","18,277.34",-26.67%,19.15,6.53,+193.31%,79.95,75.35,+6.09%,"6,57,541.01","6,62,558.55",-0.76%,"4,33,695.00","4,51,570.28",-3.96%,"2,80,000.00","2,80,000.00",0.00%,"-56,153.99","-69,011.73",-18.63%
RBBD2088,7% RBBL Debenture 2088,Bond,"1,075.00",0.00,0.00%,-0.47%,+0.42%,+0.66%,+9.46%,+9.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBBD83,8.5% RBBL Debenture 2083,Bond,"1,038.90",0.00,-1.99%,-1.99%,-5.55%,-1.99%,+4.94%,+9.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCL,Rastriya Beema,Non Life Insurance,"14,980.00",0.00,+0.88%,+1.26%,-0.13%,+3.17%,+1.90%,-6.38%,-149.28,-100.35,5.54,"1,72,614.66","10,45,556.41",-83.49%,"-15,198.56","9,63,691.04",-101.58%,"-99,509.83","4,27,642.63",-123.27%,-149.28,160.38,-193.08%,"6,401.84","6,489.08",-1.34%,"2,47,84,138.49","2,40,88,642.37",+2.89%,"77,14,323.17","67,86,212.42",+13.68%,"2,66,639.06","2,66,639.06",0.00%,"23,75,830.43","24,75,340.26",-4.02%
RBCLPO,Rastriya Beema Promoter,Non Life Insurance,"11,710.00",0.00,-1.19%,-0.55%,-0.76%,-2.42%,+4.45%,-23.45%,-149.28,-78.44,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFPL,River Falls Power Limited,Hydro Power,368.90,2.58 Ar,+1.04%,-2.66%,-0.16%,+13.86%,-49.74%,+89.08%,17.95,20.55,3.51,"1,00,681.18","2,32,942.29",-56.78%,"96,041.84","2,17,028.22",-55.75%,"31,419.24","1,079.03","+2,811.80%",17.95,0.15,"+11,547.22%",105.01,100.52,+4.47%,"26,89,182.58","26,49,782.92",+1.49%,"19,54,099.31","19,46,118.90",+0.41%,"7,00,000.00","7,00,000.00",0.00%,"35,083.26","3,664.01",+857.51%
RHGCL,Rapti Hydro And General Construction Limited,Hydro Power,258.00,3.16 Ar,+0.08%,+4.45%,+4.03%,+10.59%,-29.32%,+22.25%,-4.17,-61.87,2.72,"17,380.01","1,00,412.15",-82.69%,"12,327.30","76,896.00",-83.97%,"-12,776.55","-73,739.38",-82.67%,-4.17,-6.38,-34.68%,94.71,86.23,+9.84%,"17,86,063.20","22,37,889.99",-20.19%,"6,20,153.47","12,35,632.33",-49.81%,"12,25,587.60","11,55,176.50",+6.10%,"-64,817.60","-1,59,068.59",-59.25%
RHPL,Rasuwagadhi Hydropower Company Limited,Hydro Power,270.00,18.47 Ar,-2.21%,0.00%,-1.14%,-0.74%,-41.18%,-10.60%,-38.20,-7.07,3.48,0.00,"9,68,895.00",-100.00%,"-42,550.00","8,38,520.00",-105.07%,"-6,53,354.00","-4,87,234.00",+34.09%,-38.20,-7.12,+436.38%,77.52,87.30,-11.20%,"2,33,40,865.00","2,36,83,585.00",-1.45%,"1,80,36,761.00","1,77,10,346.00",+1.84%,"68,42,100.00","68,42,100.00",0.00%,"-15,37,997.00","-8,68,861.00",+77.01%
RIDI,Ridi Power Company Limited,Hydro Power,220.80,5.13 Ar,+0.32%,+0.32%,-0.05%,-0.54%,-0.99%,+105.88%,1.02,216.38,2.20,"1,19,157.55","3,55,753.16",-66.51%,"1,07,402.83","2,55,771.04",-58.01%,"5,927.14","1,06,811.46",-94.45%,1.02,4.60,-77.80%,100.26,98.63,+1.66%,"38,80,390.76","38,64,723.71",+0.41%,"15,50,971.76","15,73,277.81",-1.42%,"23,23,351.80","23,23,351.80",0.00%,"6,067.20","-31,905.90",-119.02%
RLFL,Reliance Finance,Finance,429.50,0.00,+1.06%,+0.12%,+2.97%,+3.25%,-24.38%,+196.48%,-58.79,-7.31,4.42,"1,91,756.00","8,08,412.00",-76.28%,"65,362.00","2,40,224.00",-72.79%,"-1,64,827.00","42,704.00",-485.98%,-58.79,3.81,"-1,643.91%",97.21,110.09,-11.70%,"1,01,70,906.00","99,93,395.00",+1.78%,"90,80,789.00","87,58,803.00",+3.68%,"11,21,452.00","11,21,452.00",0.00%,"-31,333.00","1,13,141.00",-127.69%
RMF1,RBB Mutual Fund 1,Mutual Fund,9.44,0.00,+0.43%,+1.61%,+4.77%,+1.51%,+24.13%,+14.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMF2,RBB Mutual Fund 2,Mutual Fund,9.49,0.00,-2.37%,-0.42%,+3.38%,+6.99%,+16.25%,+17.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNLI,Reliable Nepal Life Insurance Limited,Life Insurance,463.60,24.09 Ar,-0.02%,+0.54%,-2.41%,+7.05%,+4.30%,+25.08%,19.90,23.30,3.82,"17,95,685.98","65,13,517.04",-72.43%,"5,38,597.58","10,93,685.84",-50.75%,"2,58,502.17","5,70,195.96",-54.66%,19.90,10.97,+81.34%,154.29,147.47,+4.63%,"2,28,03,422.20","2,18,62,317.56",+4.30%,"1,47,85,036.01","1,41,98,522.94",+4.13%,"51,96,800.00","51,96,800.00",0.00%,"11,16,652.16","7,89,983.99",+41.35%
