Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52 Weeks High,52 Weeks Low,EMA_20,EMA_50,RSI,Buy_Signal,Sell_Signal,Signal
JOSHI,2024-05-05,331.4,336,325,326.0,,61428.0,412,182.1,336.6829360929994,336.7942542700349,16.279069767441854,False,True,Sell
SLBBL,2024-04-29,651,666.9,651,659.0,,2511.0,800.8,523,655.0844459657926,654.906152677283,38.71527299468697,True,False,Buy
GFCL,2024-04-28,458.1,479.8,449.9,472.0,,39149.0,530,375,456.84333733541894,456.73908990733065,52.520331416100674,True,False,Buy
PROFL,2024-04-25,321,339.9,321,328.0,,84475.0,465,269.1,318.60806014725046,318.32963459331086,57.62711864406779,True,False,Buy
PMLIP,2024-04-09,281,281,281,281.0,,25000.0,296,281,294.57142857142856,295.4117647058823,0.0,False,True,Sell
NIMBD90,2024-04-01,999.6,"1,005.00",999.6,1000.0,,177.0,"1,020.00",999.6,1018.0952380952381,1019.2156862745098,0.0,False,True,Sell
MFIL,2024-03-30,511,513,501.3,507.5,,31645.0,587,410,516.0420018777626,516.2493914885065,28.57142857142857,False,True,Sell
FOWADP,2024-03-21,500,500,250,250.0,,133700.0,500,250,1108.6190476190477,1161.7843137254902,0.0,False,True,Sell
GBD80/81,2024-03-17,"1,020.00","1,023.90","1,020.00",1023.9,,71.0,"1,075.00",973.6,1010.5814055702463,1010.1610059166118,63.89893287678175,True,False,Buy
KLBSL,2024-03-03,785,785,775,775.0,,152.0,"1,054.10",539,827.9522136065124,829.4757255281864,13.129764780136767,False,True,Sell
SDLBSLP,2024-02-29,327,327,327,327.0,,1755.0,338,327,336.95238095238096,337.5686274509804,0.0,False,True,Sell
SLBSL,2024-02-28,780,806,721,763.0,,1915.0,"1,130.00",578.2,812.8251124543477,815.4056334848289,21.861491687598857,False,True,Sell
SDLBSL,2024-02-26,590,605,589,590.0,,2504.0,829,519.2,617.1844083823065,618.7982752131769,12.987012987012989,False,True,Sell
SALICOPO,2024-02-25,356.4,356.4,328.9,328.9,,50.0,394,328.9,360.29524303617933,362.23922131108304,0.0,False,True,Sell
SBLD84,2024-01-14,850,867,850,867.0,,50.0,895,774.2,851.7580692899884,850.8500590976223,67.51314233917603,True,False,Buy
SKBBLP,2024-01-11,100,100,100,100.0,,192.0,501.75,100,457.38095238095235,479.5098039215687,0.0,False,True,Sell
NLBBLP,2023-12-27,100,100,100,100.0,,79998.0,100,100,372.4195011337868,389.2337562475971,0.33003300330031493,False,True,Sell
SABSL,2023-12-16,580,592,580,592.0,,1333.0,"1,083.00",522.6,576.5668356656823,575.9302453914869,69.03103633816667,True,False,Buy
NMBD2085,2023-12-13,990,995,990,995.0,,100.0,"1,001.00",878,960.3875174174502,959.810923572465,52.342781625614016,True,False,Buy
MSLB,2023-12-13,779.1,799.2,763.7,799.2,,369.0,"1,280.00",658.6,751.0492789963805,749.8205177194227,61.391752139454596,True,False,Buy
MNBBLP,2023-11-29,209,209,209,209.0,,161750.0,237,209,231.8470088407823,232.07499622373246,0.0,False,True,Sell
HBLPO,2023-11-07,125,125,118,118.0,,745460.0,125,118,124.33333333333334,124.72549019607844,0.0,False,True,Sell
SWBBLP,2023-11-02,700,700,700,700.0,,936.0,782,700,775.2252355799924,778.9672596307348,15.647397471996157,False,True,Sell
NABILP,2023-10-19,295,295,295,295.0,,200000.0,474,295,456.9523809523809,466.98039215686276,0.0,False,True,Sell
KRBL,2023-10-10,265,267.8,256,267.0,,3353.0,339,210,276.11004325338723,276.4403062939839,2.64550349983449,False,True,Sell
NMBHF1,2023-10-02,9.85,10,9.7,10.0,,58159.0,11.57,8.79,10.996967148392098,11.025361793136861,25.8620781790745,False,True,Sell
SWMFPO,2023-09-18,342,342,342,342.0,,6205.0,447.7,342,436.5370721128482,440.78234249598523,0.0,False,True,Sell
JBBLPO,2023-09-13,151.9,151.9,151.9,151.9,,100000.0,165,151.9,159.64424534045338,159.98982760512206,6.622513879429334,False,True,Sell
USHL,2023-09-03,272.6,277.4,262.1,269.0,,4350.0,337.3,253.6,286.02935332190185,286.5353631908455,26.904380582316833,False,True,Sell
NABIL,2023-08-17,602.5,602.7,592,593.0,,32425.0,930,574.3,605.5326533934448,605.5967518287151,15.517241379310349,False,True,Sell
MMFDB,2023-08-11,652.5,678,652.4,656.0,,752.0,"1,123.00",550,681.1487386193181,681.9170299109609,22.72728037004468,False,True,Sell
SAND2085,2023-07-12,"1,066.20","1,108.70","1,066.00",1108.7,,110.0,"1,108.70",948,1003.0352837371828,1001.1408095093061,69.7049904799895,True,False,Buy
ILBSP,2023-07-10,380,380,380,380.0,,10000.0,524,380,510.2857142857143,518.3529411764706,0.0,False,True,Sell
VLBSPO,2023-07-03,404,404,404,404.0,,10050.0,448,404,443.8095238095238,446.27450980392155,0.0,False,True,Sell
KLBS,2023-06-27,892,962,892,959.0,,1144.0,"1,870.00",303.2,896.5232733428873,894.590214617586,66.10553449918574,True,False,Buy
NSLBP,2023-06-21,367,367,367,367.0,,10831.0,367,367,687.2857142857143,707.1176470588235,0.0,False,True,Sell
SMFDB,2023-06-15,901,915,900,915.0,,121.0,"1,443.00",749,888.0218138713896,886.7730114124457,49.55396981564776,True,False,Buy
MKHL,2023-06-11,300,309,300,308.0,,29780.0,335,271.4,296.3127840502157,296.05232694443276,64.52600201770767,True,False,Buy
RMDC,2023-06-11,740,755,740,750.1,,9480.0,"1,182.00",651,724.8716831375857,724.4592223342403,53.99323601581283,True,False,Buy
SNMAPO,2023-06-11,145,145,145,145.0,,510000.0,155,145,150.77324263038548,150.91541714725108,28.57142857142857,False,True,Sell
RULB,2023-06-09,671.3,680,660,678.5,,1955.0,"1,424.90",582.2,668.5802425181045,668.3820594304667,38.95170133060338,True,False,Buy
NLBBL,2023-06-08,607.1,610,590.1,607.0,,5393.0,"1,100.00",534,598.8829590283907,598.7454744649609,45.08196721311475,True,False,Buy
MKLB,2023-06-08,650,716,650,716.0,,770.0,"1,199.00",598.1,680.6339355615983,680.1719534660087,56.944446255792144,True,False,Buy
SIFCPO,2023-05-21,172,172,172,172.0,,3933.0,193,172,191.0,192.1764705882353,0.0,False,True,Sell
FMDBLP,2023-05-21,292,292,292,292.0,,24620.0,292,292,432.23809523809524,440.921568627451,0.0,False,True,Sell
UIC,2023-05-17,431,450.5,431,450.5,,13254.0,542.6,325,436.9997324648363,436.9925235479914,65.55386373698025,True,False,Buy
NEF,2023-05-05,8.9,8.9,8.65,8.82,,5378.0,11.25,7.75,8.632195384837017,8.626151360980845,61.8420978332136,True,False,Buy
CZBILP,2023-03-15,100,100,100,100.0,,5921.0,153,100,143.4390494866299,143.7546225399576,18.840579710144937,False,True,Sell
GIMES1,2023-03-09,9.5,9.79,9.5,9.79,,33300.0,12.07,8.08,9.64955769419299,9.645772256241889,54.13532271098597,True,False,Buy
PLI,2023-03-05,481,488,468.5,478.0,,6055.0,651.2,321.8,497.4246572742441,497.99843254490077,28.873239436619713,False,True,Sell
NSLB,2023-02-23,833,833,765,765.0,,9191.0,"1,439.00",702,870.126938295556,875.6464669015256,1.7180234450141398,False,True,Sell
LBLD88,2023-02-06,922.4,922.4,851,851.0,,80.0,960.4,851,942.361825706342,945.0320075273759,29.424778761061944,False,True,Sell
JALPA,2023-02-05,"3,300.00","3,350.00","3,265.00",3289.9,,2556.0,"3,770.00",318.6,3365.4366283001746,3368.916183921182,26.418485199849314,False,True,Sell
CBL,2023-02-03,218.8,219,215,215.9,,32884.0,264,194,226.5802690899031,227.17234809083223,1.6854086693835342,False,True,Sell
LBL,2023-01-30,201,201,196,197.1,,41095.0,304,185.5,201.54498221204506,201.5575960485124,20.83334216365482,False,True,Sell
NMBD87/88,2023-01-29,980,980,980,980.0,,25.0,"1,000.00",980,998.0952380952382,999.2156862745098,0.0,False,True,Sell
GMFILP,2023-01-12,213,213,213,213.0,,200.0,213,213,237.42857142857142,238.94117647058823,0.0,False,True,Sell
ALBSL,2022-12-30,967.9,"1,001.00",936.1,1001.0,,3133.0,"1,750.00",874.3,934.5745763189043,931.5837649082779,68.69877516919125,True,False,Buy
CLBSL,2022-12-04,821,821,795,799.9,,1691.0,"1,233.00",662.5,776.1649131219584,774.708088805614,67.53008000632371,True,False,Buy
ALICLP,2022-12-01,274,274,274,274.0,,12500.0,679,274,640.4285714285714,663.1176470588235,0.0,False,True,Sell
PICL,2022-11-27,346,361.9,346,361.9,,4355.0,812,328.3,353.94593506791796,353.66614892096106,65.85365853658537,True,False,Buy
NICLPO,2022-11-15,325,325,325,325.0,,200.0,366,325,362.09523809523813,364.39215686274514,0.0,False,True,Sell
GBBLPO,2022-11-03,207,207,207,207.0,,174000.0,277,207,270.3333333333333,274.2549019607843,0.0,False,True,Sell
SINDUP,2022-09-29,158,158,158,158.0,,3097.0,225,158,160.7142857142857,160.88235294117646,0.0,False,True,Sell
SLBBLP,2022-09-16,288,288,288,288.0,,10000.0,810,288,500.61904761904765,513.7843137254902,0.0,False,True,Sell
MMFDBP,2022-09-15,576,576,576,576.0,,10000.0,586,561,585.047619047619,585.6078431372549,0.0,False,True,Sell
NLICLP,2022-09-14,300,300,300,300.0,,6162.0,636,300,563.2857142857142,579.5882352941177,0.0,False,True,Sell
LBLPO,2022-08-16,109,109,109,109.0,,45599.0,163,109,157.85714285714286,160.8823529411765,0.0,False,True,Sell
SAPDBLP,2022-08-10,145,145,145,145.0,,91700.0,207,145,189.33333333333331,192.07843137254903,0.0,False,True,Sell
NICAP,2022-08-07,393,393,393,393.0,,41130.0,505,393,433.7142857142857,436.2352941176471,0.0,False,True,Sell
MBLPO,2022-07-26,136,136,136,136.0,,164131.0,250,136,149.57142857142858,150.41176470588238,0.0,False,True,Sell
NMFBSP,2022-07-24,"1,152.00","1,152.00","1,152.00",1152.0,,6335.0,"1,537.00","1,152.00",1500.3333333333335,1521.9019607843138,0.0,False,True,Sell
PCBLP,2022-07-24,140,140,140,140.0,,4500.0,209,140,188.41076217708846,189.81708901040756,25.0,False,True,Sell
MDBPO,2022-07-15,185,185,185,185.0,,29158.0,274,185,265.5238095238095,270.5098039215686,0.0,False,True,Sell
ALBSLP,2022-07-05,685,685,685,685.0,,100000.0,769,685,761.0,765.7058823529412,0.0,False,True,Sell
SBBLPO,2022-07-05,151,151,151,151.0,,2000000.0,272.5,151,181.76190476190476,183.66666666666669,0.0,False,True,Sell
MPFLPO,2022-06-16,130.4,130.4,130.4,130.4,,73450.0,133,130.4,132.75238037109375,132.8980389763327,0.0,False,True,Sell
NABBCP,2022-06-10,229,229,229,229.0,,200.0,274,229,269.7142857142857,272.2352941176471,0.0,False,True,Sell
EBLCP,2022-06-09,576.2,576.2,576.2,576.2,,20.0,770,576.2,590.6195852123432,591.3467450888816,24.79877877751079,False,True,Sell
GRDBLP,2022-06-08,135,135,135,135.0,,5000.0,187,100,173.0,175.35294117647058,0.0,False,True,Sell
MSLBP,2022-06-08,560,560,560,560.0,,3024.0,"1,210.00",560,1024.142857142857,1052.8823529411766,0.0,False,True,Sell
NLICP,2022-06-08,435,435,435,435.0,,13100.0,"1,026.00",435,951.6190476190476,983.6078431372549,0.0,False,True,Sell
KLBSLP,2022-06-02,671,671,671,671.0,,32000.0,890,671,855.5714285714286,867.0,0.0,False,True,Sell
NIB,2022-05-31,360.4,360.4,331,331.0,,12666.0,405,331,364.20477294921875,366.26079604204966,0.0,False,True,Sell
GUFLPO,2022-05-31,255,255,255,255.0,,3094.0,649,255,257.7142857142857,257.88235294117646,0.0,False,True,Sell
NIBPO,2022-05-31,387.1,387.1,355.5,355.5,,140.0,395,355.5,391.23809523809524,393.45098039215685,0.0,False,True,Sell
NMBPO,2022-05-08,160,160,160,160.0,,168405.0,245,160,236.9047619047619,241.66666666666669,0.0,False,True,Sell
SRBLPO,2022-05-08,132,132,132,132.0,,1895.0,215,132,181.7619047619048,184.843137254902,0.0,False,True,Sell
ULI,2022-04-18,620,620,600.8,600.8,,34014.0,940.1,342,666.7741372381006,669.653202803066,16.074893917489504,False,True,Sell
SMBPO,2022-04-17,981,981,981,981.0,,400.0,"1,001.00",981,999.0952380952381,1000.2156862745098,0.0,False,True,Sell
JFLPO,2022-04-13,253,253,253,253.0,,10000.0,352,253,342.57142857142856,348.11764705882354,0.0,False,True,Sell
MLBLPO,2022-04-13,229,229,229,229.0,,4703.0,315,220,306.8095238095238,311.6274509803922,0.0,False,True,Sell
SIC,2022-04-12,"1,275.00","1,290.00","1,275.00",1276.0,,846.0,"1,821.00","1,008.00",1339.751019322554,1343.495375732976,26.455026455026456,False,True,Sell
CBLPO,2022-04-06,121,121,121,121.0,,62767.0,161,121,157.19047619047618,159.4313725490196,0.0,False,True,Sell
CCBLPO,2022-03-28,118,118,118,118.0,,34560.0,120,112,119.80952380952381,119.92156862745098,0.0,False,True,Sell
CBBLPO,2022-03-24,696,696,696,696.0,,83000.0,949,601.25,924.9047619047619,939.0784313725491,0.0,False,True,Sell
KSBBLP,2022-03-22,310,310,310,310.0,,26894.0,381,121,315.42857142857144,315.7647058823529,0.0,False,True,Sell
PRINPO,2022-03-22,451,451,451,451.0,,340000.0,551,451,496.15666998000376,498.9527486165365,0.0,False,True,Sell
SLICLP,2022-03-20,372,372,372,372.0,,100000.0,500,275,409.09523809523813,411.3921568627451,0.0,False,True,Sell
LBBLPO,2022-03-15,248,248,248,248.0,,40000.0,324,248,260.66666666666663,261.45098039215685,0.0,False,True,Sell
KMCDBP,2022-03-02,693,693,693,693.0,,8000.0,785,693,776.2380952380953,781.3921568627451,0.0,False,True,Sell
SLI,2022-03-02,520,525,515,519.0,,11287.0,787.8,309,552.9363209903955,554.9994312158254,9.749305278691835,False,True,Sell
SIL,2022-03-01,964,964,918,918.0,,6175.0,"1,376.00",732,964.2449874565276,966.7133920582609,21.11281221782292,False,True,Sell
HGI,2022-02-24,683,765,676.4,765.0,,9609.0,982,557,731.1080578183829,729.4639553153932,52.72817328163109,True,False,Buy
KBLPO,2022-02-16,140.4,140.4,140.4,140.4,,8309.0,174.53,100,146.8856865554426,147.22522715639727,0.0,False,True,Sell
SICLPO,2022-01-31,"1,050.00","1,050.00","1,050.00",1050.0,,23504.0,"1,065.00",911,1063.5714285714284,1064.4117647058824,0.0,False,True,Sell
EICPO,2022-01-12,430,450.7,430,435.0,,6045.0,530.1,276,415.18132897573656,414.43597447071375,59.89305249186062,True,False,Buy
GIC,2022-01-09,609,659,599,650.0,,20076.0,860,485.1,588.4080609987581,588.1588133305765,66.16882079728529,True,False,Buy
LBLD86,2022-01-08,"1,024.00","1,025.00","1,010.00",1010.0,,90.0,"1,076.00",991,1004.7290220059044,1004.7183221070513,57.57575757575758,True,False,Buy
HBLD83,2022-01-06,"1,061.80","1,061.80","1,061.80",1061.8,,100.0,"1,128.00","1,040.00",1101.338099888393,1103.7862764246324,0.0,False,True,Sell
SMFDBP,2021-12-29,764,764,764,764.0,,5000.0,907,680,777.5714285714287,778.4117647058824,0.0,False,True,Sell
SRD80,2021-12-25,"1,000.00","1,000.00","1,000.00",1000.0,,25.0,"1,086.00",990,1000.0638844861497,1000.0645953547792,0.0,False,True,Sell
SBLPO,2021-12-23,270,270,270,270.0,,4362.0,275,190,274.5238095238095,274.80392156862746,0.0,False,True,Sell
MBLD2085,2021-12-13,"1,034.00","1,034.00","1,034.00",1034.0,,10.0,"1,119.00","1,000.00",1053.0,1054.1764705882354,0.0,False,True,Sell
EDBLPO,2021-12-12,305,305,305,305.0,,21500.0,579,194,552.9047619047619,568.2549019607843,0.0,False,True,Sell
RLFLPO,2021-12-09,316,316,316,316.0,,17864.0,346,109,321.4285714285714,321.7647058823529,0.0,False,True,Sell
NICLBSLP,2021-12-07,637,637,637,637.0,,25944.0,650,637,648.7619047619047,649.4901960784314,0.0,False,True,Sell
PBLD86,2021-12-05,"1,004.50","1,004.50","1,000.00",1000.0,,500.0,"1,088.00","1,000.00",1029.553280150059,1030.1244612143269,25.0,False,True,Sell
NICAD8182,2021-12-02,960.6,960.6,960.6,960.6,,50.0,"1,049.00",960.6,978.3333420526413,979.4313833199295,0.0,False,True,Sell
PICLPO,2021-11-28,359.7,359.7,359.7,359.7,,80000.0,367,260,366.3047630673363,366.7137259689032,0.0,False,True,Sell
KBLD86,2021-11-25,"1,035.00","1,035.00","1,001.00",1006.2,,1220.0,"1,141.00","1,001.00",1048.180931454613,1050.7803691789215,0.0,False,True,Sell
PRVUPO,2021-11-21,193,193,193,193.0,,106226.0,296,130,202.95238095238096,203.5686274509804,0.0,False,True,Sell
SADBLP,2021-11-21,230,230,230,230.0,,6086.0,236,104,231.8095238095238,231.921568627451,0.0,False,True,Sell
BOKL,2021-11-03,339,344.7,339,343.0,,47939.0,433.2,236,371.95238095238096,373.7450980392157,0.0,False,True,Sell
CCBL,2021-11-03,244.7,244.7,239.2,242.7,,68844.0,324,186,267.3999997093564,268.9294116450291,0.0,False,True,Sell
AIL,2021-11-03,800.7,800.7,761,774.0,,3822.0,"1,125.00",504,802.952380952381,804.7450980392157,0.0,False,True,Sell
EIC,2021-11-03,760,774.9,744,748.0,,10311.0,885,501,775.1428571428571,776.8235294117648,0.0,False,True,Sell
NIBSF1,2021-11-03,12,12.2,11.92,12.15,,35855.0,17.71,9.9,12.647618838718959,12.678431174334357,0.0,False,True,Sell
RRHP,2021-11-03,575,575,550,563.1,,114923.0,739,213,605.5333310081845,608.1607833563113,0.0,False,True,Sell
RLI,2021-11-03,574.2,578.2,563.5,563.5,,14343.0,818,463,650.8095238095237,656.2156862745098,0.0,False,True,Sell
RHPC,2021-11-03,855,872.1,825.2,838.0,,160446.0,"1,118.00",132,965.5714285714287,973.4705882352941,0.0,False,True,Sell
PIC,2021-11-03,"1,108.00","1,130.00","1,093.00",1093.0,,13107.0,"1,399.00",763,1199.8523588634673,1206.468603994332,0.0,False,True,Sell
PLIC,2021-11-03,902,937,892,912.9,,17388.0,"1,133.00",666,926.5619070870536,927.4078440946691,0.0,False,True,Sell
SGI,2021-11-03,650,678,650,674.5,,4493.0,900,311,721.0952380952381,723.9803921568628,0.0,False,True,Sell
JLI,2021-11-03,643,649,635.09,645.3,,7425.0,998,360,711.980951218378,716.1098034428616,0.0,False,True,Sell
SRBL,2021-11-03,316,318.8,313,316.0,,53872.0,418.2,235,352.19047619047615,354.4313725490196,0.0,False,True,Sell
GLICL,2021-11-03,683.4,695,659,663.0,,45962.0,901,535,714.5714285714286,717.7647058823529,0.0,False,True,Sell
NCCB,2021-11-03,318,318,311,315.0,,60232.0,407,228,336.7142857142857,338.05882352941177,0.0,False,True,Sell
SLICL,2021-11-03,902.7,902.7,870.2,871.0,,13398.0,"1,091.00",621,892.7142857142858,894.0588235294117,0.0,False,True,Sell
NBB,2021-11-03,360,365,357,357.1,,67905.0,515,216,443.86666724795384,449.23921592562806,0.0,False,True,Sell
MEGA,2021-11-03,354.4,354.4,345,346.8,,86091.0,405,226,358.74285598028274,359.48235246246935,0.0,False,True,Sell
LGIL,2021-11-03,765,770,746.9,750.0,,12572.0,975,514,813.3333333333334,817.2549019607843,0.0,False,True,Sell
