Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,Microcredit,970.00,3.56 Ar,-1.62%,+1.04%,+0.52%,-2.51%,-18.34%,-20.81%,32.57,29.78,5.71,"4,02,624.11","2,03,534.78",+97.82%,"2,19,201.45","1,11,339.65",+96.88%,"59,784.03","8,206.54",+628.49%,32.57,8.94,+264.24%,169.98,157.43,+7.97%,"65,11,837.26","63,28,553.46",+2.90%,"58,87,759.35","57,50,551.33",+2.39%,"3,67,143.41","3,67,143.41",0.00%,"2,56,934.51","2,10,858.72",+21.85%
ADBL,Agriculture Development Bank,Commercial Banks,297.00,41.15 Ar,+0.68%,+0.34%,-0.83%,+0.88%,+8.32%,-5.60%,7.61,39.02,1.32,"1,04,60,525.85","54,95,815.26",+90.34%,"45,18,161.97","24,24,395.43",+86.36%,"7,07,426.59","5,738.89","+12,226.90%",7.61,-2.19,-448.04%,224.37,239.52,-6.33%,"39,21,57,175.80","37,73,07,473.60",+3.94%,"35,46,27,268.60","33,86,88,199.20",+4.71%,"1,97,38,231.09","1,92,87,936.30",+2.33%,"1,77,91,676.11","1,93,31,338.12",-7.96%
ADBLD83,10.35% Agricultural Bank Debenture 2083,Bond,"1,050.50",0.00,-0.26%,-1.91%,-6.62%,-5.78%,-4.50%,-0.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHL,Asian Hydropower Limited,Hydro Power,564.50,1.92 Ar,-0.79%,-2.00%,+3.33%,-7.23%,-32.56%,+71.79%,-17.00,-33.20,7.30,"51,964.86","51,964.86",0.00%,"34,893.39","45,331.81",-23.03%,"-28,907.89","14,721.88",-296.36%,-17.00,17.32,-198.18%,77.34,90.26,-14.31%,"12,62,778.81","13,07,582.69",-3.43%,"9,99,829.81","10,00,707.54",-0.09%,"3,40,000.00","3,40,000.00",0.00%,"-77,051.01","-33,124.85",+132.61%
AHPC,Arun Valley Hydropower Development,Hydro Power,293.89,11.31 Ar,-1.38%,+6.10%,+15.71%,+11.31%,+17.45%,+113.89%,4.71,62.38,2.60,"87,502.71","2,74,746.58",-68.15%,"76,673.00","2,23,576.61",-65.71%,"45,323.28","4,48,137.55",-89.89%,4.71,11.65,-59.55%,113.05,112.25,+0.72%,"47,41,439.13","47,53,669.67",-0.26%,"3,91,146.18","4,34,428.19",-9.96%,"38,48,003.00","38,48,003.00",0.00%,"5,02,289.95","4,71,238.48",+6.59%
AKJCL,Ankhu Khola Jalvidhyut Company Ltd.,Hydro Power,375.00,7.50 Ar,-2.60%,+6.29%,+87.50%,+101.61%,+84.18%,+219.97%,4.63,81.04,4.04,"1,34,444.02","73,026.50",+84.10%,"1,13,009.61","60,968.97",+85.36%,"46,271.04","28,913.71",+60.03%,4.63,5.78,-19.98%,92.82,91.95,+0.94%,"25,87,262.89","26,15,088.29",-1.06%,"7,30,855.78","7,76,038.50",-5.82%,"20,00,000.00","20,00,000.00",0.00%,"-1,43,592.89","-1,60,950.21",-10.78%
AKPL,Arun Kabeli Power Ltd.,Hydro Power,277.00,10.79 Ar,-2.19%,+2.21%,+12.51%,+14.84%,+18.63%,+55.37%,7.93,34.93,2.67,"3,83,510.18","1,94,287.27",+97.39%,"3,54,894.34","1,82,040.45",+94.95%,"1,54,487.61","58,006.07",+166.33%,7.93,5.96,+33.17%,103.69,101.21,+2.45%,"73,93,174.62","64,37,912.54",+14.84%,"33,53,462.19","24,94,681.65",+34.42%,"38,95,942.10","38,95,942.10",0.00%,"1,43,770.33","47,288.80",+204.03%
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,Microcredit,"1,119.00",8.20 Ar,-0.25%,-5.01%,-5.50%,+24.32%,+38.32%,+38.29%,31.29,35.76,7.08,"7,17,454.27","3,45,551.08",+107.63%,"3,87,458.89","1,73,802.54",+122.93%,"1,25,574.09","22,322.11",+462.55%,31.29,12.18,+156.87%,158.08,175.91,-10.14%,"1,17,42,710.76","1,11,68,127.09",+5.14%,"1,04,73,861.81","98,78,640.58",+6.03%,"8,02,685.68","7,33,046.28",+9.50%,"4,66,163.28","5,56,440.23",-16.22%
ALICL,Asian Life Insurance,Life Insurance,445.90,22.30 Ar,+1.56%,-1.29%,+0.38%,+1.89%,-11.90%,-13.07%,10.54,42.31,3.77,"65,37,551.00","32,37,067.54",+101.96%,"8,75,913.56","5,24,011.03",+67.16%,"2,63,563.46","1,52,513.04",+72.81%,10.54,12.64,-16.59%,128.73,130.12,-1.07%,"5,91,27,423.13","5,74,60,842.10",+2.90%,"5,26,89,268.12","5,11,78,897.36",+2.95%,"50,01,159.21","48,27,767.56",+3.59%,"9,19,096.03","9,41,421.71",-2.37%
ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,Microcredit,"6,200.00",4.86 Ar,+1.24%,+2.82%,+1.31%,+0.23%,+27.84%,+1688.53%,77.90,79.59,14.46,"1,09,231.14","54,844.45",+99.17%,"71,846.97","35,706.53",+101.22%,"30,514.63","11,464.43",+166.17%,77.90,58.53,+33.08%,428.75,405.31,+5.78%,"19,02,697.33","18,30,448.24",+3.95%,"15,66,800.96","15,12,914.23",+3.56%,"78,343.28","78,343.28",0.00%,"2,57,553.08","2,39,190.72",+7.68%
API,Api Power,Hydro Power,303.00,18.41 Ar,0.00%,0.00%,+4.92%,+14.13%,+15.37%,+122.74%,14.03,21.60,2.58,"9,59,243.24","5,38,459.21",+78.15%,"8,40,391.87","4,79,201.77",+75.37%,"4,26,221.66","2,62,755.15",+62.21%,14.03,17.30,-18.89%,117.58,114.74,+2.48%,"1,44,85,098.82","1,45,01,043.26",-0.11%,"73,40,803.63","75,29,330.42",-2.50%,"60,75,927.81","60,75,927.81",0.00%,"10,68,367.39","8,95,785.04",+19.27%
AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,Microcredit,975.00,2.44 Ar,+2.62%,+1.77%,+2.69%,-1.52%,-15.69%,+180.49%,61.89,15.75,6.53,"2,66,507.46","1,08,755.91",+145.05%,"1,56,871.86","50,952.59",+207.88%,"77,360.06","8,111.46",+853.71%,61.89,12.98,+376.86%,149.39,126.15,+18.42%,"36,32,445.01","37,25,565.79",-2.50%,"32,58,967.45","34,10,179.44",-4.43%,"2,50,000.00","2,50,000.00",0.00%,"1,23,477.56","65,386.35",+88.84%
BANDIPUR,Bandipur Cablecar and Tourism Limited,Hotels,935.00,26.46 Ar,-3.41%,-15.54%,+8.22%,+171.17%,+198.25%,+198.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARUN,Barun Hydropower,Hydro Power,365.20,3.91 Ar,-0.76%,-3.77%,+15.21%,+12.59%,+27.86%,+174.42%,4.05,90.19,3.22,"62,624.05","39,473.75",+58.65%,"54,218.74","33,306.25",+62.79%,"21,696.03","18,990.58",+14.25%,4.05,7.25,-44.15%,113.42,109.04,+4.02%,"15,03,640.60","14,40,609.40",+4.38%,"2,88,163.95","2,98,072.51",-3.32%,"10,71,630.00","10,47,786.70",+2.28%,"1,43,846.65","94,750.19",+51.82%
BBC,Bishal Bazar,Trading,"4,817.00",193.16 Ar,-0.19%,-0.99%,+0.35%,-0.88%,-13.62%,+52.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEDC,Bhugol Energy Development Company Limited,Hydro Power,519.50,2.83 Ar,-1.63%,-3.44%,-3.26%,-23.83%,-42.91%,+132.96%,7.64,67.97,10.38,"30,713.00","53,774.31",-42.89%,"28,222.11","42,931.39",-34.26%,"10,394.84","-29,987.20",-134.66%,7.64,-5.51,-238.66%,50.07,48.16,+3.97%,"8,63,446.33","8,57,983.59",+0.64%,"5,91,057.86","5,95,989.95",-0.83%,"5,44,053.40","5,44,053.40",0.00%,"-2,71,664.93","-2,82,059.76",-3.69%
BFC,Best Finance,Finance,470.00,4.18 Ar,+0.45%,-2.55%,+0.23%,-4.68%,-28.01%,+195.60%,3.93,119.67,4.38,"2,53,264.33","1,27,848.98",+98.10%,"71,208.90","32,206.09",+121.10%,"17,485.62","-54,717.77",-131.96%,3.93,-24.58,-115.98%,107.30,118.55,-9.49%,"73,03,826.25","73,94,627.70",-1.23%,"63,48,434.20","63,39,040.54",+0.15%,"8,90,424.24","8,90,424.24",0.00%,"64,967.81","1,65,162.92",-60.66%
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,764.00,4.55 Ar,-0.78%,-1.42%,+0.13%,+1.11%,-26.34%,+136.82%,9.22,82.88,7.02,"81,556.36","39,258.69",+107.74%,"69,327.13","33,715.24",+105.63%,"31,259.34","16,066.88",+94.56%,9.22,10.80,-14.67%,108.91,127.60,-14.65%,"9,63,658.98","9,79,698.24",-1.64%,"2,25,011.50","2,20,546.37",+2.02%,"6,78,239.90","5,94,947.30",+14.00%,"60,407.58","1,64,204.56",-63.21%
BHCL,Bikash Hydropower Company Limited,Hydro Power,588.00,5.35 Ar,-1.33%,-3.45%,+6.91%,+32.13%,+83.01%,+83.01%,11.05,53.23,5.48,"96,288.99","41,572.31",+131.62%,"89,638.03","38,188.74",+134.72%,"50,215.78","17,754.48",+182.83%,11.05,7.81,+41.42%,107.34,103.77,+3.44%,"12,75,261.65","12,41,080.55",+2.75%,"2,99,431.27","2,97,711.47",+0.58%,"9,09,101.30","9,09,101.30",0.00%,"66,729.08","34,267.78",+94.73%
BHDC,Bindhyabasini Hydropower Development Company Limited,Hydro Power,493.00,5.57 Ar,+1.84%,-0.80%,+6.25%,+6.79%,-26.74%,+61.95%,19.83,24.86,4.01,"2,77,648.56","1,66,446.01",+66.81%,"2,71,316.30","1,62,724.31",+66.73%,"1,12,045.57","87,182.43",+28.52%,19.83,30.87,-35.74%,123.00,116.88,+5.24%,"29,51,876.43","29,29,609.05",+0.76%,"15,62,172.83","16,09,687.05",-2.95%,"11,29,800.00","11,29,800.00",0.00%,"2,59,902.52","1,90,756.32",+36.25%
BHL,Balephi Hydropower Limited,Hydro Power,207.40,7.58 Ar,+0.19%,+1.67%,+15.29%,+17.18%,-44.40%,+96.68%,13.62,15.23,2.66,"3,47,858.38","8,29,066.21",-58.04%,"3,23,991.09","6,00,420.96",-46.04%,"1,24,475.36","-3,93,999.49",-131.59%,13.62,-10.78,-226.37%,78.02,74.61,+4.56%,"86,57,035.48","86,55,661.86",+0.02%,"58,04,842.69","59,27,944.43",-2.08%,"36,55,940.00","36,55,940.00",0.00%,"-8,03,747.21","-9,28,222.57",-13.41%
BHPL,Barahi Hydropower Public Limited,Hydro Power,558.00,1.40 Ar,-1.05%,-3.46%,+1.82%,-16.72%,-50.31%,+161.11%,1.86,299.37,10.91,"20,646.36","14,637.93",+41.05%,"20,170.33","13,347.37",+51.12%,"2,329.91","5,927.83",-60.70%,1.86,9.48,-80.35%,51.12,52.70,-2.99%,"3,68,206.23","3,77,493.29",-2.46%,"2,40,394.61","2,45,740.82",-2.18%,"2,50,000.00","2,50,000.00",0.00%,"-1,22,188.38","-1,18,247.53",+3.33%
BNHC,Buddha Bhumi Nepal Hydropower Company Limited,Hydro Power,526.20,2.10 Ar,-1.83%,-5.70%,+17.72%,+25.32%,-8.01%,+101.07%,9.91,53.09,6.50,"1,05,054.18","50,819.91",+106.72%,"1,00,419.33","49,395.44",+103.30%,"20,481.43","7,518.32",+172.42%,9.91,7.28,+36.21%,80.89,77.35,+4.57%,"13,56,978.80","13,50,587.42",+0.47%,"10,22,646.49","10,30,876.55",-0.80%,"4,13,304.40","4,13,304.40",0.00%,"-78,972.09","-93,593.53",-15.62%
BNL,Bottlers Nepal (Balaju),Manufacturing And Processing,"15,300.00",29.82 Ar,+0.66%,-0.29%,-2.42%,-6.25%,-14.29%,+710.85%,32.09,476.80,4.78,"48,10,998.00","36,98,179.00",+30.09%,"12,84,714.00","11,63,811.00",+10.39%,"31,269.00","3,21,676.00",-90.28%,32.09,660.22,-95.14%,"3,201.17","3,349.59",-4.43%,"1,24,73,712.00","1,42,39,690.00",-12.40%,"62,34,987.00","77,11,703.00",-19.15%,"1,94,889.00","1,94,889.00",0.00%,"60,43,836.00","63,33,098.00",-4.57%
BNT,Bottlers Nepal (Terai),Manufacturing And Processing,"11,700.00",14.16 Ar,+0.52%,-2.09%,+1.17%,+8.33%,-11.03%,+30.51%,223.96,52.24,3.87,"34,25,609.00","26,22,779.00",+30.61%,"10,10,445.00","9,33,024.00",+8.30%,"1,35,494.00","2,73,853.00",-50.52%,223.96,905.30,-75.26%,"3,021.55","3,141.86",-3.83%,"82,75,076.00","95,32,726.00",-13.19%,"46,19,004.00","57,31,081.00",-19.40%,"1,21,000.00","1,21,000.00",0.00%,"35,35,072.00","36,80,645.00",-3.96%
BOKD86,8.5% BOK Debenture 2086,Bond,"1,086.00",1.74 Ar,-1.99%,0.00%,-2.78%,-1.27%,+4.52%,+8.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOKD86KA,"BOK Debenture 2086 ""KA""",Bond,"1,188.00",0.00,+1.80%,0.00%,-0.17%,-0.70%,+4.30%,+16.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPCL,Butwal Power,Hydro Power,713.00,24.31 Ar,-1.23%,-5.56%,-5.94%,+1.97%,+76.85%,+120.24%,13.22,53.92,3.35,"4,64,044.00","2,41,214.00",+92.38%,"2,58,096.00","1,34,450.00",+91.96%,"2,25,380.00","84,802.00",+165.77%,13.22,9.95,+32.89%,212.95,215.04,-0.97%,"80,14,872.00","83,36,439.00",-3.86%,"7,55,132.00","10,05,514.00",-24.90%,"34,09,065.00","34,09,065.00",0.00%,"38,50,675.00","39,21,860.00",-1.82%
BUNGAL,Bungal Hydro Limited,Hydro Power,647.00,5.37 Ar,-2.41%,-8.72%,-3.72%,+60.83%,+94.53%,+94.53%,6.68,96.80,7.30,"1,85,259.57","1,12,477.35",+64.71%,"1,76,478.54","1,08,210.83",+63.09%,"27,739.36","29,017.11",-4.40%,6.68,13.98,-52.20%,88.61,89.74,-1.26%,"30,47,693.57","31,00,665.94",-1.71%,"23,12,245.26","23,55,821.40",-1.85%,"8,30,000.00","8,30,000.00",0.00%,"-94,551.70","-85,155.47",+11.03%
C30MF,Citizens Super 30 Mutual Fund,Mutual Fund,9.71,72.90 Cr,-1.12%,-2.90%,+3.30%,+10.59%,+19.03%,+21.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,919.20,29.56 Ar,-0.43%,-2.21%,+0.46%,+5.38%,+19.60%,+20.67%,31.85,28.86,3.93,"32,47,112.40","16,51,153.23",+96.66%,"14,59,951.04","7,55,117.98",+93.34%,"5,76,096.50","2,69,002.80",+114.16%,31.85,33.46,-4.82%,233.66,266.18,-12.22%,"5,49,12,940.55","5,37,35,805.33",+2.19%,"4,64,60,994.26","4,51,77,284.70",+2.84%,"36,17,264.10","32,15,345.87",+12.50%,"48,34,682.19","53,43,174.76",-9.52%
CCBD88,Century Debenture 2088,Bond,"1,213.00",2.67 Ar,+2.10%,+0.66%,+0.17%,+0.66%,+4.47%,+21.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFCL,Central Finance,Finance,525.00,4.98 Ar,-0.55%,-6.23%,+5.42%,+8.70%,-21.99%,+183.54%,8.26,63.55,4.62,"3,18,245.75","1,48,054.20",+114.95%,"1,02,505.20","37,701.33",+171.89%,"39,191.30","18,444.57",+112.48%,8.26,7.78,+6.24%,113.65,114.32,-0.58%,"95,61,730.99","91,64,863.95",+4.33%,"84,83,312.93","80,80,145.12",+4.99%,"9,48,875.46","9,48,875.46",0.00%,"1,29,542.60","1,35,843.37",-4.64%
CGH,Chandragiri Hills Limited,Hotels,825.00,12.66 Ar,-1.55%,-5.71%,-2.98%,+0.76%,-2.09%,+346.65%,-6.13,-134.58,8.01,"2,69,643.56","1,48,996.63",+80.97%,"1,05,978.86","50,933.28",+108.07%,"-47,020.56","-12,431.73",+278.23%,-6.13,-3.24,+89.11%,103.02,106.80,-3.55%,"39,29,666.72","37,48,301.63",+4.84%,"23,49,306.18","21,09,838.33",+11.35%,"15,34,091.00","15,34,091.00",0.00%,"46,269.54","1,04,372.30",-55.67%
CHCL,Chilime Hydropower,Hydro Power,477.00,41.89 Ar,+1.51%,+1.49%,+1.49%,+5.96%,-1.85%,+31.99%,8.39,56.83,3.95,"6,36,581.19","3,53,082.70",+80.29%,"4,89,839.15","2,69,080.99",+82.04%,"3,98,059.37","2,05,841.81",+93.38%,8.39,9.38,-10.47%,120.86,132.45,-8.75%,"1,22,37,700.45","1,21,42,825.57",+0.78%,"7,73,985.79","5,10,964.03",+51.48%,"94,84,988.68","87,82,396.92",+8.00%,"19,78,725.99","28,49,464.62",-30.56%
CHDC,CEDB Holdings Limited,Organized Fund,"2,350.00",24.30 Ar,+1.73%,-3.09%,+4.03%,+3.89%,+5.00%,+534.03%,60.55,38.81,11.28,"1,60,927.48","6,08,464.23",-73.55%,"1,58,278.29","6,06,863.42",-73.92%,"1,56,563.73","5,73,502.14",-72.70%,60.55,55.45,+9.20%,208.39,193.25,+7.83%,"21,65,007.42","20,15,554.97",+7.41%,"9,766.24","16,877.52",-42.13%,"10,34,237.06","10,34,237.06",0.00%,"11,21,004.12","9,64,440.39",+16.23%
CHL,Chhyangdi Hydropower Ltd.,Hydro Power,297.00,2.30 Ar,+0.68%,-0.34%,+15.65%,+21.22%,-3.99%,+118.75%,6.03,49.28,3.47,"1,08,535.62","57,700.82",+88.10%,"92,726.75","49,246.52",+88.29%,"23,323.76","19,207.03",+21.43%,6.03,9.93,-39.28%,85.59,85.16,+0.50%,"13,53,155.19","13,66,572.42",-0.98%,"6,90,760.81","7,07,442.72",-2.36%,"7,73,955.00","7,73,955.00",0.00%,"-1,11,560.62","-1,14,825.30",-2.84%
CIT,Citizen Investment Trust,Organized Fund,"1,756.00",113.82 Ar,+0.23%,-0.11%,-1.01%,+1.64%,-5.66%,-10.52%,19.55,89.81,6.26,"10,69,348.00","5,37,202.00",+99.06%,"10,05,491.00","4,58,525.00",+119.29%,"6,65,324.00","3,14,328.00",+111.67%,19.55,19.40,+0.79%,280.46,412.40,-31.99%,"31,95,04,429.00","31,91,55,681.00",+0.11%,"30,04,16,869.00","29,24,25,099.00",+2.73%,"68,05,798.00","64,81,712.00",+5.00%,"1,22,81,761.00","2,02,48,869.00",-39.35%
CITY,City Hotel Limited,Hotels,472.00,7.90 Ar,-1.65%,-5.03%,+0.43%,-13.74%,-15.29%,+320.18%,-6.70,-70.45,4.79,"2,43,925.91","1,15,535.89",+111.13%,"53,695.62","24,284.01",+121.12%,"-1,00,938.26","-55,652.16",+81.37%,-6.70,-13.30,-49.62%,98.53,135.99,-27.54%,"56,84,006.02","59,08,122.77",-3.79%,"27,14,980.43","36,31,721.29",-25.24%,"30,13,200.00","16,74,000.00",+80.00%,"-44,174.42","6,02,401.47",-107.33%
CIZBD86,10.25% Citizens Bank Debenture 2086,Bond,"1,161.00",0.00,+0.08%,+0.08%,-1.44%,+4.38%,+4.14%,+11.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIZBD90,10% Citizens Bank Debenture 2090,Bond,"1,264.00",0.00,+3.95%,+3.95%,+1.94%,-0.86%,+10.88%,+23.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKHL,Chirkhwa Hydropower Limited,Hydro Power,699.00,2.80 Ar,-0.14%,-9.69%,+7.09%,+19.08%,-16.79%,+111.82%,17.54,39.85,7.30,"82,538.76","47,273.92",+74.60%,"74,277.10","42,878.47",+73.23%,"35,084.61","17,524.30",+100.21%,17.54,17.52,+0.10%,95.71,91.32,+4.81%,"12,03,488.11","11,95,412.61",+0.68%,"8,20,629.95","8,30,114.76",-1.14%,"4,00,000.00","4,00,000.00",0.00%,"-17,141.84","-34,702.15",-50.60%
CLI,Citizen Life Insurance Company Limited,Life Insurance,464.00,23.20 Ar,+0.41%,-1.90%,-2.42%,+3.85%,-16.37%,+40.88%,9.26,50.10,4.33,"49,83,553.95","27,15,163.01",+83.55%,"7,14,117.31","3,77,457.12",+89.19%,"2,31,529.47","1,31,489.59",+76.08%,9.26,10.52,-11.96%,126.52,148.93,-15.04%,"2,98,84,235.21","2,96,07,870.76",+0.93%,"2,35,58,064.11","2,21,61,432.32",+6.30%,"50,00,000.00","50,00,000.00",0.00%,"3,56,585.78","11,56,978.00",-69.18%
CMF2,Citizen Mutual Fund 2,Mutual Fund,9.83,55.05 Cr,0.00%,-3.25%,+0.61%,+8.02%,+14.30%,+55.87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORBL,Corporate Development Bank,Development Bank,"1,660.00",8.71 Ar,+1.03%,-13.95%,+6.21%,-2.35%,-23.82%,+488.53%,4.93,336.69,12.22,"1,00,464.96","56,890.47",+76.59%,"35,690.75","23,452.16",+52.19%,"12,942.22","2,914.53",+344.06%,4.93,2.22,+122.03%,135.79,136.54,-0.55%,"28,33,321.96","27,17,727.00",+4.25%,"21,20,416.89","20,00,899.94",+5.97%,"5,25,000.00","5,25,000.00",0.00%,"1,87,905.07","1,91,827.05",-2.04%
CREST,Crest Micro Life Insurance Limited,Life Insurance,"1,447.00",10.85 Ar,+6.09%,-3.52%,+16.69%,+19.11%,+334.93%,+334.93%,3.13,461.76,13.65,"2,38,898.99","1,11,950.68",+113.40%,"72,452.91","35,386.28",+104.75%,"11,751.21","5,595.85",+110.00%,3.13,2.98,+5.00%,111.12,110.30,+0.74%,"12,03,801.29","11,43,327.53",+5.29%,"3,70,387.39","3,16,068.98",+17.19%,"7,50,000.00","7,50,000.00",0.00%,"45,318.08","39,839.82",+13.75%
CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,Microcredit,"1,538.00",4.10 Ar,-0.45%,-3.03%,-0.45%,+1.79%,-9.26%,+423.46%,27.99,54.94,5.72,"4,13,406.82","1,85,220.08",+123.20%,"2,02,863.06","75,502.79",+168.68%,"37,289.69","-14,573.82",-355.87%,27.99,-21.88,-227.93%,268.72,471.51,-43.01%,"72,72,518.53","73,69,513.44",-1.32%,"65,56,579.09","66,78,831.42",-1.83%,"2,66,424.39","2,66,424.39",0.00%,"4,49,515.04","9,89,794.07",-54.58%
CZBIL,Citizen Bank International,Commercial Banks,191.00,28.21 Ar,0.00%,-1.44%,-2.85%,+1.33%,-4.15%,-15.51%,4.63,41.27,1.28,"77,23,863.53","40,66,326.62",+89.95%,"31,44,546.13","16,66,263.49",+88.72%,"3,58,858.63","-2,20,411.17",-262.81%,4.63,-5.97,-177.53%,149.79,153.30,-2.29%,"24,56,53,491.70","24,63,48,568.20",-0.28%,"22,24,24,797.50","22,37,07,044.50",-0.57%,"1,55,07,463.61","1,47,69,012.97",+5.00%,"77,21,230.59","78,72,510.67",-1.92%
DDBL,Deprosc Laghubitta,Microcredit,836.90,15.64 Ar,+0.47%,+0.01%,+1.80%,+9.82%,+13.04%,-10.76%,47.41,17.65,3.78,"18,16,714.71","9,27,017.52",+95.97%,"10,61,025.57","5,33,543.99",+98.86%,"4,42,910.64","2,02,215.58",+119.03%,47.41,43.29,+9.51%,221.13,221.21,-0.04%,"2,60,63,775.88","2,71,35,989.25",-3.95%,"2,29,32,439.67","2,30,03,063.34",-0.31%,"18,68,285.70","18,68,285.70",0.00%,"22,63,050.51","22,64,640.21",-0.07%
DHEL,Daramkhola Hydro Energy Limited,Hydro Power,721.00,7.43 Ar,-2.83%,-4.88%,+8.75%,+38.10%,+62.97%,+62.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHPL,Dibyashwori Hydropower Ltd.,Hydro Power,312.00,82.37 Cr,+1.96%,-0.67%,+9.47%,+8.33%,-1.58%,+173.68%,7.51,41.52,47.11,"58,052.90","34,963.00",+66.04%,"55,185.73","33,151.00",+66.47%,"9,918.52","11,555.00",-14.16%,7.51,17.51,-57.08%,6.62,7.77,-14.79%,"7,58,056.07","7,78,457.00",-2.62%,"7,40,571.38","7,57,938.00",-2.29%,"2,64,000.00","2,64,000.00",0.00%,"-2,46,515.30","-2,43,481.00",+1.25%
DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,Microcredit,"1,315.00",1.75 Ar,-0.75%,-1.86%,+0.15%,-1.20%,-26.78%,+631.78%,18.38,71.55,7.34,"1,56,689.12","73,056.81",+114.48%,"82,442.49","34,600.27",+138.27%,"12,231.48","2,595.13",+371.32%,18.38,7.80,+135.66%,179.13,171.75,+4.29%,"24,94,854.19","26,41,878.21",-5.57%,"22,56,438.11","24,13,279.31",-6.50%,"1,33,100.00","1,33,100.00",0.00%,"1,05,316.07","95,498.90",+10.28%
DOLTI,Dolti Power Company Limited,Hydro Power,520.00,2.79 Ar,-0.34%,-1.50%,+2.42%,+2.04%,-33.59%,+81.12%,14.23,36.54,8.44,"47,753.56","85,121.14",-43.90%,"43,309.63","71,329.55",-39.28%,"19,089.06","-28,884.03",-166.09%,14.23,-5.38,-364.35%,61.63,58.07,+6.12%,"10,85,123.57","10,41,986.02",+4.14%,"7,54,501.13","7,30,434.29",+3.29%,"5,36,486.00","5,36,486.00",0.00%,"-2,05,863.56","-2,24,934.27",-8.48%
DORDI,Dordi Khola Jal Bidyut Company Limited,Hydro Power,289.50,6.10 Ar,+1.94%,+0.87%,+13.09%,+12.21%,-20.52%,+39.52%,1.70,170.74,2.75,"74,601.02","3,01,108.65",-75.22%,"66,027.95","2,62,293.88",-74.83%,"8,937.89","-70,569.42",-112.67%,1.70,-3.36,-150.44%,105.35,104.26,+1.05%,"35,01,940.07","35,87,223.89",-2.38%,"12,80,688.73","13,98,718.10",-8.44%,"21,08,520.80","20,99,157.90",+0.45%,"1,12,730.54","89,347.88",+26.17%
EBL,Everest Bank,Commercial Banks,666.40,86.26 Ar,+0.05%,-0.39%,+0.91%,+5.11%,+18.45%,+41.28%,30.86,21.60,2.84,"1,01,78,072.00","53,09,342.00",+91.70%,"45,72,942.00","24,03,897.00",+90.23%,"21,17,118.00","11,79,274.00",+79.53%,30.86,36.44,-15.32%,235.04,255.69,-8.07%,"37,46,82,513.00","37,63,27,699.00",-0.44%,"34,24,31,460.00","34,32,29,653.00",-0.23%,"1,37,21,376.00","1,29,44,694.00",+6.00%,"1,85,29,679.00","2,01,53,353.00",-8.06%
EBLD91,Everest Bank Limited Debenture 2091,Bond,"1,105.00",0.00,+1.86%,+0.59%,0.00%,+2.01%,+7.80%,+7.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDBL,Excel Development Bank,Development Bank,586.10,7.32 Ar,+1.23%,-2.15%,-1.66%,+0.17%,-26.09%,+109.41%,14.17,41.36,3.29,"5,68,040.86","2,88,436.91",+96.94%,"2,68,819.74","1,33,331.24",+101.62%,"88,536.73","-89,796.91",-198.60%,14.17,-28.74,-149.30%,177.95,155.37,+14.53%,"1,98,33,614.60","1,86,74,147.27",+6.21%,"1,76,09,825.16","1,67,32,518.88",+5.24%,"12,49,694.47","12,49,694.47",0.00%,"9,74,094.97","6,91,933.91",+40.78%
