Symbol,Date,50 vs 20 EMA Cross
SFMF,2024-05-02,SFMF - 2024-05-02 00:00:00 - Bear Close: 9.95
DEVBANK,2024-05-02,DEVBANK - 2024-05-02 00:00:00 - Bear Close: 4110.51
NICSF,2024-05-02,NICSF - 2024-05-02 00:00:00 - Bull Close: 8.68
SADBL,2024-05-02,SADBL - 2024-05-02 00:00:00 - Bear Close: 315
SBCF,2024-04-30,SBCF - 2024-04-30 00:00:00 - Bear Close: 7.9
DORDI,2024-04-30,DORDI - 2024-04-30 00:00:00 - Bull Close: 406.1
ENL,2024-04-30,ENL - 2024-04-30 00:00:00 - Bear Close: 805
HATHY,2024-04-29,HATHY - 2024-04-29 00:00:00 - Bull Close: 825
SONA,2024-04-29,SONA - 2024-04-29 00:00:00 - Bull Close: 445.1
TAMOR,2024-04-29,TAMOR - 2024-04-29 00:00:00 - Bull Close: 369
NICGF,2024-04-29,NICGF - 2024-04-29 00:00:00 - Bull Close: 9.21
SAEF,2024-04-28,SAEF - 2024-04-28 00:00:00 - Bull Close: 9.83
GIBF1,2024-04-28,GIBF1 - 2024-04-28 00:00:00 - Bear Close: 8.82
SWBBL,2024-04-25,SWBBL - 2024-04-25 00:00:00 - Bull Close: 725
SPHL,2024-04-24,SPHL - 2024-04-24 00:00:00 - Bull Close: 460
NUBL,2024-04-24,NUBL - 2024-04-24 00:00:00 - Bull Close: 620
HURJA,2024-04-24,HURJA - 2024-04-24 00:00:00 - Bull Close: 285
SFMF,2024-04-24,SFMF - 2024-04-24 00:00:00 - Bull Close: 9.6
KEF,2024-04-22,KEF - 2024-04-22 00:00:00 - Bear Close: 8.2
NRM,2024-04-22,NRM - 2024-04-22 00:00:00 - Bull Close: 354
FMDBL,2024-04-22,FMDBL - 2024-04-22 00:00:00 - Bull Close: 604.5
KKHC,2024-04-22,KKHC - 2024-04-22 00:00:00 - Bull Close: 231
KPCL,2024-04-22,KPCL - 2024-04-22 00:00:00 - Bull Close: 392.1
SHIVM,2024-04-22,SHIVM - 2024-04-22 00:00:00 - Bull Close: 507
CKHL,2024-04-21,CKHL - 2024-04-21 00:00:00 - Bull Close: 534
CIT,2024-04-21,CIT - 2024-04-21 00:00:00 - Bull Close: 2098
RMF1,2024-04-21,RMF1 - 2024-04-21 00:00:00 - Bull Close: 7.6
H8020,2024-04-18,H8020 - 2024-04-18 00:00:00 - Bull Close: 8.63
NHDL,2024-04-18,NHDL - 2024-04-18 00:00:00 - Bull Close: 411.5
GIBF1,2024-04-18,GIBF1 - 2024-04-18 00:00:00 - Bull Close: 8.14
HPPL,2024-04-18,HPPL - 2024-04-18 00:00:00 - Bull Close: 257.1
JBLB,2024-04-18,JBLB - 2024-04-18 00:00:00 - Bull Close: 1290.1
SGIC,2024-04-18,SGIC - 2024-04-18 00:00:00 - Bull Close: 514
BBC,2024-04-16,BBC - 2024-04-16 00:00:00 - Bull Close: 3700
UNHPL,2024-04-16,UNHPL - 2024-04-16 00:00:00 - Bull Close: 229
MKJC,2024-04-16,MKJC - 2024-04-16 00:00:00 - Bull Close: 450
AKJCL,2024-04-16,AKJCL - 2024-04-16 00:00:00 - Bull Close: 210
OTHERS,2024-04-16,OTHERS - 2024-04-16 00:00:00 - Bull Close: 1656.07
DHPL,2024-04-16,DHPL - 2024-04-16 00:00:00 - Bear Close: 206
NRIC,2024-04-16,NRIC - 2024-04-16 00:00:00 - Bull Close: 718
GCIL,2024-04-15,GCIL - 2024-04-15 00:00:00 - Bull Close: 484.1
NICBF,2024-04-15,NICBF - 2024-04-15 00:00:00 - Bull Close: 8.4
TPC,2024-04-15,TPC - 2024-04-15 00:00:00 - Bull Close: 511
TVCL,2024-04-15,TVCL - 2024-04-15 00:00:00 - Bull Close: 485
CLI,2024-04-14,CLI - 2024-04-14 00:00:00 - Bull Close: 448
TRH,2024-04-14,TRH - 2024-04-14 00:00:00 - Bull Close: 730.1
NRIC,2024-04-14,NRIC - 2024-04-14 00:00:00 - Bear Close: 760
ILI,2024-04-14,ILI - 2024-04-14 00:00:00 - Bear Close: 545.2
PHCL,2024-04-14,PHCL - 2024-04-14 00:00:00 - Bull Close: 313
MUTUAL,2024-04-14,MUTUAL - 2024-04-14 00:00:00 - Bull Close: 18.13
NBF2,2024-04-14,NBF2 - 2024-04-14 00:00:00 - Bull Close: 8.1
NICFC,2024-04-10,NICFC - 2024-04-10 00:00:00 - Bull Close: 8.5
NBF2,2024-04-10,NBF2 - 2024-04-10 00:00:00 - Bear Close: 8.22
BNT,2024-04-10,BNT - 2024-04-10 00:00:00 - Bull Close: 12702
LUK,2024-04-09,LUK - 2024-04-09 00:00:00 - Bear Close: 8.42
CLI,2024-04-09,CLI - 2024-04-09 00:00:00 - Bear Close: 462.5
GIBF1,2024-04-09,GIBF1 - 2024-04-09 00:00:00 - Bear Close: 8.7
NIBLGF,2024-04-09,NIBLGF - 2024-04-09 00:00:00 - Bull Close: 7.91
LVF2,2024-04-09,LVF2 - 2024-04-09 00:00:00 - Bear Close: 8.35
MLBSL,2024-04-09,MLBSL - 2024-04-09 00:00:00 - Bear Close: 1750
MUTUAL,2024-04-09,MUTUAL - 2024-04-09 00:00:00 - Bear Close: 18.4
PROFL,2024-04-07,PROFL - 2024-04-07 00:00:00 - Bear Close: 326
NICBF,2024-04-07,NICBF - 2024-04-07 00:00:00 - Bear Close: 8.7
SPC,2024-04-07,SPC - 2024-04-07 00:00:00 - Bull Close: 540
FOWAD,2024-04-07,FOWAD - 2024-04-07 00:00:00 - Bear Close: 1140
FMDBL,2024-04-07,FMDBL - 2024-04-07 00:00:00 - Bear Close: 640.9
MBJC,2024-04-07,MBJC - 2024-04-07 00:00:00 - Bull Close: 312
PMHPL,2024-04-04,PMHPL - 2024-04-04 00:00:00 - Bull Close: 234.9
SMHL,2024-04-04,SMHL - 2024-04-04 00:00:00 - Bull Close: 433.1
DHPL,2024-04-04,DHPL - 2024-04-04 00:00:00 - Bull Close: 193
PPCL,2024-04-03,PPCL - 2024-04-03 00:00:00 - Bull Close: 247
JBLB,2024-04-03,JBLB - 2024-04-03 00:00:00 - Bear Close: 1337
PROFL,2024-04-03,PROFL - 2024-04-03 00:00:00 - Bull Close: 310.2
NRN,2024-04-03,NRN - 2024-04-03 00:00:00 - Bull Close: 524
NRIC,2024-04-03,NRIC - 2024-04-03 00:00:00 - Bull Close: 703.9
JBLB,2024-04-02,JBLB - 2024-04-02 00:00:00 - Bull Close: 1315
GIBF1,2024-04-02,GIBF1 - 2024-04-02 00:00:00 - Bull Close: 8.2
HIDCLP,2024-04-02,HIDCLP - 2024-04-02 00:00:00 - Bull Close: 100
DEVBANK,2024-04-02,DEVBANK - 2024-04-02 00:00:00 - Bull Close: 3907.79
SPDL,2024-04-02,SPDL - 2024-04-02 00:00:00 - Bull Close: 238.6
HYDROPOWER,2024-04-02,HYDROPOWER - 2024-04-02 00:00:00 - Bull Close: 2459.57
TRH,2024-04-01,TRH - 2024-04-01 00:00:00 - Bear Close: 851
NEPSE,2024-04-01,NEPSE - 2024-04-01 00:00:00 - Bull Close: 2012.07
UMHL,2024-04-01,UMHL - 2024-04-01 00:00:00 - Bull Close: 239.2
CLI,2024-04-01,CLI - 2024-04-01 00:00:00 - Bull Close: 449.5
MHL,2024-04-01,MHL - 2024-04-01 00:00:00 - Bear Close: 436
MLBL,2024-03-31,MLBL - 2024-03-31 00:00:00 - Bull Close: 319
DDBL,2024-03-31,DDBL - 2024-03-31 00:00:00 - Bull Close: 687
TRADING,2024-03-31,TRADING - 2024-03-31 00:00:00 - Bull Close: 2744.2
SIGS2,2024-03-28,SIGS2 - 2024-03-28 00:00:00 - Bull Close: 8.03
UNL,2024-03-28,UNL - 2024-03-28 00:00:00 - Bear Close: 39800.1
GVL,2024-03-28,GVL - 2024-03-28 00:00:00 - Bull Close: 423.9
MFIL,2024-03-28,MFIL - 2024-03-28 00:00:00 - Bull Close: 507.5
SADBL,2024-03-28,SADBL - 2024-03-28 00:00:00 - Bull Close: 298.9
SAHAS,2024-03-27,SAHAS - 2024-03-27 00:00:00 - Bull Close: 520
TSHL,2024-03-27,TSHL - 2024-03-27 00:00:00 - Bear Close: 538
JBBL,2024-03-27,JBBL - 2024-03-27 00:00:00 - Bull Close: 292.9
IGI,2024-03-27,IGI - 2024-03-27 00:00:00 - Bull Close: 536.8
NICLBSL,2024-03-27,NICLBSL - 2024-03-27 00:00:00 - Bear Close: 601
INVESTMENT,2024-03-27,INVESTMENT - 2024-03-27 00:00:00 - Bull Close: 75.83
SIGS2,2024-03-26,SIGS2 - 2024-03-26 00:00:00 - Bear Close: 8.19
MHNL,2024-03-26,MHNL - 2024-03-26 00:00:00 - Bull Close: 242
NONLIFEINSU,2024-03-25,NONLIFEINSU - 2024-03-25 00:00:00 - Bull Close: 10581.91
NCCD86,2024-03-25,NCCD86 - 2024-03-25 00:00:00 - Bear Close: 960.9
FLOAT,2024-03-25,FLOAT - 2024-03-25 00:00:00 - Bull Close: 137.72
HRL,2024-03-25,HRL - 2024-03-25 00:00:00 - Bull Close: 608.9
SFMF,2024-03-25,SFMF - 2024-03-25 00:00:00 - Bear Close: 10
UNL,2024-03-21,UNL - 2024-03-21 00:00:00 - Bull Close: 39000
SIGS2,2024-03-21,SIGS2 - 2024-03-21 00:00:00 - Bull Close: 8
SSHL,2024-03-21,SSHL - 2024-03-21 00:00:00 - Bull Close: 164.5
NICSF,2024-03-20,NICSF - 2024-03-20 00:00:00 - Bear Close: 9.1
BARUN,2024-03-20,BARUN - 2024-03-20 00:00:00 - Bull Close: 245
JBLB,2024-03-20,JBLB - 2024-03-20 00:00:00 - Bear Close: 1400
BPCL,2024-03-20,BPCL - 2024-03-20 00:00:00 - Bull Close: 306.1
ALBSL,2024-03-20,ALBSL - 2024-03-20 00:00:00 - Bear Close: 747
SWBBL,2024-03-20,SWBBL - 2024-03-20 00:00:00 - Bear Close: 789
MFIL,2024-03-20,MFIL - 2024-03-20 00:00:00 - Bear Close: 524
SAEF,2024-03-20,SAEF - 2024-03-20 00:00:00 - Bear Close: 10.19
SLCF,2024-03-20,SLCF - 2024-03-20 00:00:00 - Bear Close: 7.9
SAGF,2024-03-20,SAGF - 2024-03-20 00:00:00 - Bear Close: 8.66
NONLIFEINSU,2024-03-19,NONLIFEINSU - 2024-03-19 00:00:00 - Bear Close: 10754.67
UPCL,2024-03-19,UPCL - 2024-03-19 00:00:00 - Bull Close: 215
NICSF,2024-03-19,NICSF - 2024-03-19 00:00:00 - Bull Close: 8.66
LEC,2024-03-19,LEC - 2024-03-19 00:00:00 - Bull Close: 187
GILB,2024-03-19,GILB - 2024-03-19 00:00:00 - Bear Close: 936
NHPC,2024-03-19,NHPC - 2024-03-19 00:00:00 - Bull Close: 156.1
HDHPC,2024-03-19,HDHPC - 2024-03-19 00:00:00 - Bull Close: 140.5
RADHI,2024-03-18,RADHI - 2024-03-18 00:00:00 - Bull Close: 247.2
CLI,2024-03-18,CLI - 2024-03-18 00:00:00 - Bear Close: 469
TRADING,2024-03-18,TRADING - 2024-03-18 00:00:00 - Bear Close: 2854.87
MDB,2024-03-18,MDB - 2024-03-18 00:00:00 - Bear Close: 435
SADBL,2024-03-18,SADBL - 2024-03-18 00:00:00 - Bear Close: 313.4
NUBL,2024-03-18,NUBL - 2024-03-18 00:00:00 - Bear Close: 660
FLOAT,2024-03-18,FLOAT - 2024-03-18 00:00:00 - Bear Close: 140.99
JBBL,2024-03-18,JBBL - 2024-03-18 00:00:00 - Bear Close: 306
C30MF,2024-03-17,C30MF - 2024-03-17 00:00:00 - Bear Close: 8.8
SGIC,2024-03-17,SGIC - 2024-03-17 00:00:00 - Bear Close: 545
MLBL,2024-03-17,MLBL - 2024-03-17 00:00:00 - Bear Close: 333
SFMF,2024-03-17,SFMF - 2024-03-17 00:00:00 - Bull Close: 9.51
NMBMF,2024-03-17,NMBMF - 2024-03-17 00:00:00 - Bear Close: 553
HLBSL,2024-03-17,HLBSL - 2024-03-17 00:00:00 - Bear Close: 632
VLBS,2024-03-17,VLBS - 2024-03-17 00:00:00 - Bear Close: 649
SABSL,2024-03-14,SABSL - 2024-03-14 00:00:00 - Bear Close: 685
GMFIL,2024-03-14,GMFIL - 2024-03-14 00:00:00 - Bear Close: 370.9
SFMF,2024-03-14,SFMF - 2024-03-14 00:00:00 - Bear Close: 9.96
SLBBL,2024-03-14,SLBBL - 2024-03-14 00:00:00 - Bear Close: 665.1
JALPA,2024-03-14,JALPA - 2024-03-14 00:00:00 - Bear Close: 1250
DDBL,2024-03-14,DDBL - 2024-03-14 00:00:00 - Bear Close: 780
SMATA,2024-03-14,SMATA - 2024-03-14 00:00:00 - Bear Close: 670
TSHL,2024-03-14,TSHL - 2024-03-14 00:00:00 - Bull Close: 488.1
RSDC,2024-03-13,RSDC - 2024-03-13 00:00:00 - Bear Close: 582
MERO,2024-03-13,MERO - 2024-03-13 00:00:00 - Bear Close: 590
AVYAN,2024-03-13,AVYAN - 2024-03-13 00:00:00 - Bear Close: 649
CFCL,2024-03-13,CFCL - 2024-03-13 00:00:00 - Bear Close: 356
SDLBSL,2024-03-13,SDLBSL - 2024-03-13 00:00:00 - Bear Close: 660
HDHPC,2024-03-13,HDHPC - 2024-03-13 00:00:00 - Bear Close: 145.8
SHIVM,2024-03-13,SHIVM - 2024-03-13 00:00:00 - Bear Close: 548.1
HIDCLP,2024-03-13,HIDCLP - 2024-03-13 00:00:00 - Bear Close: 103.9
NEPSE,2024-03-13,NEPSE - 2024-03-13 00:00:00 - Bear Close: 2108.72
NESDO,2024-03-13,NESDO - 2024-03-13 00:00:00 - Bear Close: 1818
PRSF,2024-03-13,PRSF - 2024-03-13 00:00:00 - Bear Close: 8.6
DEVBANK,2024-03-13,DEVBANK - 2024-03-13 00:00:00 - Bear Close: 4076.23
RMF1,2024-03-13,RMF1 - 2024-03-13 00:00:00 - Bear Close: 7.8
SIGS2,2024-03-13,SIGS2 - 2024-03-13 00:00:00 - Bear Close: 8.61
PROFL,2024-03-13,PROFL - 2024-03-13 00:00:00 - Bear Close: 329.6
NICGF,2024-03-12,NICGF - 2024-03-12 00:00:00 - Bear Close: 9.5
IGI,2024-03-12,IGI - 2024-03-12 00:00:00 - Bear Close: 569
RLFL,2024-03-12,RLFL - 2024-03-12 00:00:00 - Bear Close: 371
NMFBS,2024-03-12,NMFBS - 2024-03-12 00:00:00 - Bear Close: 1220
NICAD8283,2024-03-12,NICAD8283 - 2024-03-12 00:00:00 - Bear Close: 1060
MLBS,2024-03-12,MLBS - 2024-03-12 00:00:00 - Bear Close: 785
SMFBS,2024-03-12,SMFBS - 2024-03-12 00:00:00 - Bear Close: 1017.5
JSLBB,2024-03-12,JSLBB - 2024-03-12 00:00:00 - Bear Close: 995.5
BPCL,2024-03-12,BPCL - 2024-03-12 00:00:00 - Bear Close: 316
NHPC,2024-03-12,NHPC - 2024-03-12 00:00:00 - Bear Close: 165
NADEP,2024-03-12,NADEP - 2024-03-12 00:00:00 - Bear Close: 610.6
RMF1,2024-03-10,RMF1 - 2024-03-10 00:00:00 - Bull Close: 7.63
SMB,2024-03-10,SMB - 2024-03-10 00:00:00 - Bear Close: 1050
NIBSF2,2024-03-10,NIBSF2 - 2024-03-10 00:00:00 - Bear Close: 7.53
ULBSL,2024-03-10,ULBSL - 2024-03-10 00:00:00 - Bear Close: 1169.5
WNLB,2024-03-10,WNLB - 2024-03-10 00:00:00 - Bear Close: 869
MSLB,2024-03-10,MSLB - 2024-03-10 00:00:00 - Bear Close: 938
SLCF,2024-03-07,SLCF - 2024-03-07 00:00:00 - Bull Close: 7.5
C30MF,2024-03-07,C30MF - 2024-03-07 00:00:00 - Bull Close: 8.31
GCIL,2024-03-06,GCIL - 2024-03-06 00:00:00 - Bear Close: 544.9
SAGF,2024-03-06,SAGF - 2024-03-06 00:00:00 - Bull Close: 8.31
MSLB,2024-03-06,MSLB - 2024-03-06 00:00:00 - Bull Close: 829.8
WNLB,2024-03-06,WNLB - 2024-03-06 00:00:00 - Bull Close: 773
CIT,2024-03-04,CIT - 2024-03-04 00:00:00 - Bear Close: 2181
MHL,2024-03-04,MHL - 2024-03-04 00:00:00 - Bull Close: 387.2
RLFL,2024-03-03,RLFL - 2024-03-03 00:00:00 - Bull Close: 340
DEVBANK,2024-03-03,DEVBANK - 2024-03-03 00:00:00 - Bull Close: 3801.69
BBC,2024-03-03,BBC - 2024-03-03 00:00:00 - Bear Close: 4000
PROFL,2024-03-03,PROFL - 2024-03-03 00:00:00 - Bull Close: 301
IGI,2024-03-03,IGI - 2024-03-03 00:00:00 - Bull Close: 518.7
RHPL,2024-03-03,RHPL - 2024-03-03 00:00:00 - Bull Close: 269
NHPC,2024-02-29,NHPC - 2024-02-29 00:00:00 - Bull Close: 150
SAEF,2024-02-29,SAEF - 2024-02-29 00:00:00 - Bull Close: 9.75
SDLBSL,2024-02-29,SDLBSL - 2024-02-29 00:00:00 - Bull Close: 583
KEF,2024-02-29,KEF - 2024-02-29 00:00:00 - Bull Close: 7.9
HDHPC,2024-02-29,HDHPC - 2024-02-29 00:00:00 - Bull Close: 135.1
SJCL,2024-02-29,SJCL - 2024-02-29 00:00:00 - Bull Close: 271.8
PRIN,2024-02-29,PRIN - 2024-02-29 00:00:00 - Bull Close: 761
PRSF,2024-02-29,PRSF - 2024-02-29 00:00:00 - Bull Close: 8.32
UMRH,2024-02-29,UMRH - 2024-02-29 00:00:00 - Bull Close: 347.1
NCCD86,2024-02-29,NCCD86 - 2024-02-29 00:00:00 - Bull Close: 907
MLBL,2024-02-29,MLBL - 2024-02-29 00:00:00 - Bull Close: 315.2
SHPC,2024-02-29,SHPC - 2024-02-29 00:00:00 - Bull Close: 337
NEPSE,2024-02-28,NEPSE - 2024-02-28 00:00:00 - Bull Close: 2000.77
GHL,2024-02-28,GHL - 2024-02-28 00:00:00 - Bull Close: 149
NIFRA,2024-02-28,NIFRA - 2024-02-28 00:00:00 - Bull Close: 206.7
KEF,2024-02-28,KEF - 2024-02-28 00:00:00 - Bear Close: 8.14
GMFIL,2024-02-28,GMFIL - 2024-02-28 00:00:00 - Bull Close: 352
API,2024-02-28,API - 2024-02-28 00:00:00 - Bull Close: 179.1
CFCL,2024-02-28,CFCL - 2024-02-28 00:00:00 - Bull Close: 335
PCBL,2024-02-27,PCBL - 2024-02-27 00:00:00 - Bull Close: 192.6
JBBL,2024-02-27,JBBL - 2024-02-27 00:00:00 - Bull Close: 293
DDBL,2024-02-27,DDBL - 2024-02-27 00:00:00 - Bull Close: 743
CIT,2024-02-27,CIT - 2024-02-27 00:00:00 - Bull Close: 2055
NBF2,2024-02-27,NBF2 - 2024-02-27 00:00:00 - Bull Close: 8.08
EBL,2024-02-26,EBL - 2024-02-26 00:00:00 - Bull Close: 502
SMB,2024-02-26,SMB - 2024-02-26 00:00:00 - Bull Close: 946.9
SABSL,2024-02-26,SABSL - 2024-02-26 00:00:00 - Bull Close: 590.1
KEF,2024-02-26,KEF - 2024-02-26 00:00:00 - Bull Close: 7.98
NUBL,2024-02-26,NUBL - 2024-02-26 00:00:00 - Bull Close: 605
FLOAT,2024-02-26,FLOAT - 2024-02-26 00:00:00 - Bull Close: 135.57
SBCF,2024-02-26,SBCF - 2024-02-26 00:00:00 - Bull Close: 7.45
HIDCL,2024-02-26,HIDCL - 2024-02-26 00:00:00 - Bull Close: 171.5
LVF2,2024-02-26,LVF2 - 2024-02-26 00:00:00 - Bull Close: 7.76
SLBBL,2024-02-26,SLBBL - 2024-02-26 00:00:00 - Bull Close: 570.5
NMFBS,2024-02-26,NMFBS - 2024-02-26 00:00:00 - Bull Close: 1081.2
BPW,2024-02-26,BPW - 2024-02-26 00:00:00 - Bull Close: 1049
SFMF,2024-02-25,SFMF - 2024-02-25 00:00:00 - Bull Close: 9.47
GLH,2024-02-25,GLH - 2024-02-25 00:00:00 - Bull Close: 212
NADEP,2024-02-25,NADEP - 2024-02-25 00:00:00 - Bull Close: 508
CMF2,2024-02-25,CMF2 - 2024-02-25 00:00:00 - Bull Close: 7.8
AKPL,2024-02-25,AKPL - 2024-02-25 00:00:00 - Bull Close: 175
BPCL,2024-02-25,BPCL - 2024-02-25 00:00:00 - Bull Close: 300.5
SADBL,2024-02-25,SADBL - 2024-02-25 00:00:00 - Bull Close: 292.2
SHL,2024-02-25,SHL - 2024-02-25 00:00:00 - Bull Close: 433
MDB,2024-02-25,MDB - 2024-02-25 00:00:00 - Bull Close: 392.5
NIBSF2,2024-02-25,NIBSF2 - 2024-02-25 00:00:00 - Bull Close: 7.15
BNT,2024-02-22,BNT - 2024-02-22 00:00:00 - Bear Close: 13950
LBBL,2024-02-22,LBBL - 2024-02-22 00:00:00 - Bull Close: 387
MERO,2024-02-22,MERO - 2024-02-22 00:00:00 - Bull Close: 538
RSDC,2024-02-22,RSDC - 2024-02-22 00:00:00 - Bull Close: 525
NONLIFEINSU,2024-02-22,NONLIFEINSU - 2024-02-22 00:00:00 - Bull Close: 10356.04
VLBS,2024-02-22,VLBS - 2024-02-22 00:00:00 - Bull Close: 604.8
SCB,2024-02-22,SCB - 2024-02-22 00:00:00 - Bull Close: 513.1
ALBSL,2024-02-22,ALBSL - 2024-02-22 00:00:00 - Bull Close: 662
NICGF,2024-02-22,NICGF - 2024-02-22 00:00:00 - Bull Close: 9.13
SGIC,2024-02-21,SGIC - 2024-02-21 00:00:00 - Bull Close: 512
CITY,2024-02-21,CITY - 2024-02-21 00:00:00 - Bull Close: 603
JALPA,2024-02-21,JALPA - 2024-02-21 00:00:00 - Bull Close: 1089.9
ILI,2024-02-21,ILI - 2024-02-21 00:00:00 - Bull Close: 520.9
MLBS,2024-02-21,MLBS - 2024-02-21 00:00:00 - Bull Close: 666
GCIL,2024-02-21,GCIL - 2024-02-21 00:00:00 - Bull Close: 473.8
ALICL,2024-02-21,ALICL - 2024-02-21 00:00:00 - Bull Close: 604.7
OHL,2024-02-21,OHL - 2024-02-21 00:00:00 - Bull Close: 770
SHINE,2024-02-21,SHINE - 2024-02-21 00:00:00 - Bull Close: 380
NMBMF,2024-02-21,NMBMF - 2024-02-21 00:00:00 - Bull Close: 510
HEI,2024-02-20,HEI - 2024-02-20 00:00:00 - Bull Close: 570.5
RIDI,2024-02-20,RIDI - 2024-02-20 00:00:00 - Bull Close: 201.9
CLI,2024-02-18,CLI - 2024-02-18 00:00:00 - Bull Close: 441
HOTELS,2024-02-18,HOTELS - 2024-02-18 00:00:00 - Bull Close: 5263.52
MUTUAL,2024-02-18,MUTUAL - 2024-02-18 00:00:00 - Bull Close: 18.11
HLBSL,2024-02-18,HLBSL - 2024-02-18 00:00:00 - Bull Close: 584.1
LUK,2024-02-18,LUK - 2024-02-18 00:00:00 - Bull Close: 8.1
SEF,2024-02-18,SEF - 2024-02-18 00:00:00 - Bull Close: 7.95
NLBBL,2024-02-15,NLBBL - 2024-02-15 00:00:00 - Bull Close: 560
SENFLOAT,2024-02-15,SENFLOAT - 2024-02-15 00:00:00 - Bull Close: 120.8
HIDCLP,2024-02-15,HIDCLP - 2024-02-15 00:00:00 - Bull Close: 102
SHEL,2024-02-15,SHEL - 2024-02-15 00:00:00 - Bull Close: 240
SENSITIVE,2024-02-14,SENSITIVE - 2024-02-14 00:00:00 - Bull Close: 372.27
SEF,2024-02-14,SEF - 2024-02-14 00:00:00 - Bear Close: 8.16
STC,2024-02-14,STC - 2024-02-14 00:00:00 - Bull Close: 5185
NESDO,2024-02-14,NESDO - 2024-02-14 00:00:00 - Bull Close: 1606
TRADING,2024-02-14,TRADING - 2024-02-14 00:00:00 - Bull Close: 2798.61
TRH,2024-02-14,TRH - 2024-02-14 00:00:00 - Bull Close: 793.9
HIDCLP,2024-02-14,HIDCLP - 2024-02-14 00:00:00 - Bear Close: 103
SWBBL,2024-02-14,SWBBL - 2024-02-14 00:00:00 - Bull Close: 750
ULBSL,2024-02-14,ULBSL - 2024-02-14 00:00:00 - Bull Close: 1100
UAIL,2024-02-13,UAIL - 2024-02-13 00:00:00 - Bull Close: 558
SEF,2024-02-13,SEF - 2024-02-13 00:00:00 - Bull Close: 8.01
SFEF,2024-02-13,SFEF - 2024-02-13 00:00:00 - Bull Close: 8.02
GILB,2024-02-13,GILB - 2024-02-13 00:00:00 - Bull Close: 830
SEF,2024-02-12,SEF - 2024-02-12 00:00:00 - Bear Close: 8.3
CHDC,2024-02-12,CHDC - 2024-02-12 00:00:00 - Bull Close: 988.9
HIDCLP,2024-02-12,HIDCLP - 2024-02-12 00:00:00 - Bull Close: 101.9
MMFDB,2024-02-12,MMFDB - 2024-02-12 00:00:00 - Bull Close: 567
RBCL,2024-02-11,RBCL - 2024-02-11 00:00:00 - Bull Close: 13900
SIGS2,2024-02-07,SIGS2 - 2024-02-07 00:00:00 - Bull Close: 8.11
