Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
SMHL,Super Madi Hydropower Limited,Hydro Power,519.00,11.44 Ar,-1.14%,-8.14%,-7.32%,-37.98%,-53.80%,+74.94%,18.68,27.78,4.48,"6,72,866.73","3,95,563.14",+70.10%,"6,26,985.27","3,85,094.08",+62.81%,"2,05,988.55","1,11,884.29",+84.11%,18.68,20.30,-7.95%,115.76,111.49,+3.83%,"97,53,973.87","98,65,162.34",-1.13%,"72,01,493.54","74,06,786.27",-2.77%,"22,05,000.00","22,05,000.00",0.00%,"3,47,480.32","2,53,376.06",+37.14%
SMJC,Sagarmatha Jalabidhyut Company Limited,Hydro Power,498.70,5.85 Ar,+1.03%,-1.05%,+1.36%,-3.91%,-15.76%,+53.71%,10.46,47.67,4.60,"81,157.39","2,32,432.25",-65.08%,"74,238.40","1,94,454.14",-61.82%,"30,686.54","25,564.05",+20.04%,10.46,2.18,+380.15%,108.42,106.62,+1.69%,"25,13,134.15","25,59,639.30",-1.82%,"12,41,134.22","13,08,735.38",-5.17%,"11,73,200.00","11,73,200.00",0.00%,"98,799.94","77,703.92",+27.15%
SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,Microcredit,890.90,6.24 Ar,+0.67%,-1.78%,+0.78%,-3.03%,-8.63%,+2.19%,30.98,28.76,4.78,"3,28,681.09","12,47,980.53",-73.66%,"1,68,069.04","5,35,225.09",-68.60%,"54,276.49","80,331.09",-32.43%,30.98,11.46,+170.26%,186.58,150.08,+24.32%,"1,11,36,290.96","1,06,40,527.31",+4.66%,"98,28,653.81","95,88,712.63",+2.50%,"7,00,858.35","7,00,858.35",0.00%,"6,06,778.80","3,50,956.33",+72.89%
SNLI,Sun Nepal Life Insurance Company Limited,Life Insurance,470.00,23.65 Ar,-0.49%,-4.34%,+0.43%,+4.56%,-5.92%,+59.02%,19.02,24.71,3.76,"13,02,173.00","53,50,806.79",-75.66%,"6,13,188.44","12,72,252.70",-51.80%,"2,39,277.62","5,42,478.61",-55.89%,19.02,10.83,+75.64%,161.89,154.35,+4.89%,"1,88,50,031.89","1,82,61,689.17",+3.22%,"1,07,05,111.29","1,05,31,018.79",+1.65%,"50,31,226.50","50,08,691.60",+0.45%,"12,59,741.84","9,86,804.56",+27.66%
SONA,Sonapur Minerals And Oil Limited,Manufacturing And Processing,434.00,13.35 Ar,-0.48%,-3.34%,+2.99%,+1.40%,-12.50%,+37.78%,5.68,76.37,2.26,"6,71,071.80","26,27,458.45",-74.46%,"2,34,676.10","7,12,940.93",-67.08%,"43,688.34","6,150.26",+610.35%,5.68,0.20,"+2,741.40%",191.91,190.49,+0.75%,"1,41,25,802.11","1,39,40,764.61",+1.33%,"82,24,465.84","80,83,116.67",+1.75%,"30,75,050.00","30,75,050.00",0.00%,"28,26,286.27","27,82,597.93",+1.57%
SPC,Samling Power Company Limited,Hydro Power,520.00,2.60 Ar,-1.07%,-3.86%,-2.44%,+8.33%,-15.98%,+62.25%,17.43,29.84,4.64,"78,418.70","2,25,855.60",-65.28%,"68,078.34","2,00,916.25",-66.12%,"21,785.77","3,858.61",+464.60%,17.43,0.77,"+2,158.40%",112.00,107.84,+3.86%,"21,32,559.39","21,58,994.57",-1.22%,"15,72,546.30","16,19,792.75",-2.92%,"5,00,000.00","5,00,000.00",0.00%,"60,013.09","39,201.82",+53.09%
SPDL,Synergy Power Development Ltd.,Hydro Power,414.90,5.02 Ar,-1.89%,+3.98%,+8.33%,+7.77%,+31.31%,+156.61%,12.87,32.23,3.54,"82,573.33","1,89,738.76",-56.48%,"79,196.64","1,64,403.12",-51.83%,"38,939.77","60,591.55",-35.73%,12.87,5.01,+157.06%,117.33,115.39,+1.69%,"17,89,969.59","16,77,917.63",+6.68%,"3,70,387.66","2,81,880.93",+31.40%,"12,09,862.50","12,09,862.50",0.00%,"2,09,719.43","1,86,174.20",+12.65%
SPHL,Sayapatri Hydropower Limited,Hydro Power,580.00,1.74 Ar,-3.35%,-0.17%,+6.81%,+9.43%,-34.09%,+170.77%,20.67,28.06,6.01,"27,439.87","57,817.85",-52.54%,"26,462.11","49,773.75",-46.84%,"15,504.04","5,777.99",+168.33%,20.67,1.93,+973.32%,96.55,91.38,+5.66%,"5,41,761.26","5,26,039.51",+2.99%,"2,52,111.22","2,51,893.51",+0.09%,"3,00,000.00","3,00,000.00",0.00%,"-10,349.96","-25,853.99",-59.97%
SPIL,Siddhartha Premier Insurance Limited,Non Life Insurance,713.00,20.01 Ar,0.00%,-3.62%,-2.97%,+7.20%,-13.25%,-21.72%,-42.55,-16.76,1.27,"4,92,445.49","30,93,456.43",-84.08%,"-2,69,742.51","19,07,454.00",-114.14%,"-2,98,541.77","7,13,180.71",-141.86%,-42.55,25.41,-267.44%,265.13,274.56,-3.43%,"2,24,91,158.57","1,54,97,657.03",+45.13%,"1,50,50,018.31","77,91,957.77",+93.15%,"28,06,549.90","28,06,549.90",0.00%,"7,28,805.34","9,55,088.64",-23.69%
SPL,Shuvam Power Limited,Hydro Power,862.00,1.72 Ar,-5.59%,-3.15%,+4.23%,-10.07%,-20.55%,+195.71%,20.11,42.88,8.62,"6,232.29","22,467.88",-72.26%,"5,571.22","17,478.71",-68.13%,"10,052.48","5,250.30",+91.46%,20.10,2.63,+665.86%,100.02,95.05,+5.23%,"2,48,705.33","2,41,562.14",+2.96%,"48,663.36","51,463.98",-5.44%,"2,00,000.00","2,00,000.00",0.00%,41.96,"-9,901.84",-100.42%
SRLI,Sanima Reliance Life Insurance Limited,Life Insurance,392.20,19.67 Ar,-0.46%,-4.27%,-0.08%,-0.20%,-4.70%,+44.39%,11.93,32.87,3.63,"22,24,814.44","84,79,927.90",-73.76%,"3,39,187.64","11,67,401.55",-70.95%,"1,49,608.05","3,77,493.66",-60.37%,11.93,7.53,+58.53%,110.57,111.59,-0.91%,"2,76,72,278.13","2,62,99,937.62",+5.22%,"2,21,27,406.00","2,07,03,995.71",+6.88%,"50,14,924.06","50,14,924.06",0.00%,"4,06,910.48","3,42,646.10",+18.76%
SSHL,Shiva Shree Hydropower Ltd,Hydro Power,207.90,3.07 Ar,+6.07%,+9.13%,+36.15%,+18.13%,+23.02%,+56.91%,-0.07,-3148.77,6.85,"1,49,600.65","3,96,721.76",-62.29%,"1,46,477.26","3,85,590.55",-62.01%,-306.05,"10,062.85",-103.04%,-0.07,0.68,-109.69%,30.36,12.56,+141.66%,"49,91,449.21","49,59,779.84",+0.64%,"44,28,524.98","47,74,297.87",-7.24%,"18,54,148.30","14,76,400.00",+25.59%,"-12,91,224.08","-12,90,918.02",+0.02%
STC,Salt Trading Corporation,Trading,"5,640.00",18.09 Ar,-0.18%,+0.53%,+2.08%,+8.69%,+6.03%,+15.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWASTIK,Swastik Laghubitta Bittiya Sanstha Limited,Microcredit,"2,960.00",1.71 Ar,-2.34%,-9.48%,+6.86%,+626.56%,+626.56%,+626.56%,27.65,107.07,19.73,"31,395.23","91,361.55",-65.64%,"20,428.29","40,618.45",-49.71%,"3,991.37","9,973.38",-59.98%,27.65,28.78,-3.95%,150.03,200.32,-25.11%,"7,91,163.51","6,72,374.15",+17.67%,"7,04,523.22","6,02,963.07",+16.84%,"57,750.00","34,650.00",+66.67%,"28,890.29","34,761.08",-16.89%
SWBBL,Swabalamban Bikas Bank,Microcredit,745.00,12.34 Ar,-0.93%,-2.10%,+1.09%,-3.71%,-11.96%,-11.86%,13.98,53.31,3.27,"9,26,996.30","32,74,669.61",-71.69%,"5,41,200.33","18,37,354.25",-70.54%,"57,880.30","4,42,674.53",-86.92%,13.98,26.72,-47.70%,227.88,227.05,+0.36%,"2,42,73,441.61","2,37,86,726.11",+2.05%,"2,04,98,341.83","2,00,25,306.67",+2.36%,"16,56,625.00","16,56,625.00",0.00%,"21,18,474.78","21,04,794.43",+0.65%
SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microcredit,671.00,7.42 Ar,-2.47%,-6.68%,-0.30%,-1.32%,-15.81%,+50.39%,22.58,29.72,4.45,"4,01,662.47","15,64,651.67",-74.33%,"2,07,530.87","8,14,261.86",-74.51%,"62,452.40","1,38,244.14",-54.82%,22.58,12.50,+80.70%,150.92,145.25,+3.90%,"1,27,59,835.30","1,26,26,166.70",+1.06%,"1,10,90,278.85","1,10,19,279.46",+0.64%,"11,06,286.30","11,06,286.30",0.00%,"5,63,270.16","5,00,600.95",+12.52%
SYPNL,SY Panel Nepal Limited,Manufacturing And Processing,"1,846.10",24.15 Ar,-4.84%,-1.88%,+74.82%,+424.91%,+424.91%,+424.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAMOR,Sanima Middle Tamor Hydropower Limited,Hydro Power,451.00,15.03 Ar,-1.53%,-1.91%,+1.58%,-7.77%,-25.08%,+38.98%,25.21,17.89,3.87,"5,74,666.87","19,73,130.41",-70.88%,"5,18,382.22","17,11,921.36",-69.72%,"2,10,016.41","4,05,568.47",-48.22%,25.21,12.17,+107.13%,116.44,110.02,+5.83%,"1,42,67,143.79","1,42,17,332.45",+0.35%,"1,03,86,756.36","1,05,50,788.64",-1.55%,"33,32,497.00","33,32,497.00",0.00%,"5,47,890.43","3,34,046.81",+64.02%
TPC,Terhathum Power Company Limited,Hydro Power,381.00,3.05 Ar,+0.53%,+0.53%,+3.59%,+13.94%,+7.92%,+112.14%,28.12,13.55,3.82,"82,307.76","1,55,119.66",-46.94%,"67,718.51","1,00,507.26",-32.62%,"56,247.67","23,391.36",+140.46%,28.12,5.85,+380.93%,99.61,61.63,+61.64%,"12,13,820.49","11,84,062.49",+2.51%,"4,16,924.16","9,37,554.58",-55.53%,"8,00,000.00","4,00,000.00",+100.00%,"-3,103.67","-1,53,492.09",-97.98%
TRH,Taragaon Regency Hotel,Hotels,746.10,14.64 Ar,-1.05%,-1.84%,+5.08%,+3.66%,-35.78%,+127.35%,-4.84,-154.14,4.74,"2,03,820.88","17,35,956.82",-88.26%,-486.22,"7,52,939.55",-100.06%,"-23,742.88","5,15,433.97",-104.61%,-4.84,26.27,-118.43%,157.49,161.65,-2.58%,"46,53,009.43","46,04,126.05",+1.06%,"15,62,915.01","14,32,319.60",+9.12%,"19,62,120.16","19,62,120.16",0.00%,"11,27,974.26","12,09,686.29",-6.75%
TSHL,Three Star Hydropower Limited,Hydro Power,783.00,3.86 Ar,-2.12%,-2.19%,+8.34%,+11.22%,-24.20%,+179.14%,13.46,58.18,10.99,"60,039.51","1,50,617.00",-60.14%,"48,473.59","1,29,019.25",-62.43%,"16,569.50",253.67,"+6,431.91%",13.46,0.05,"+26,027.64%",71.28,68.47,+4.10%,"13,89,889.35","13,84,986.32",+0.35%,"10,38,859.48","10,47,784.02",-0.85%,"4,92,500.00","4,92,500.00",0.00%,"-1,41,470.13","-1,55,297.70",-8.90%
TTL,Trade Tower Limited,Trading,940.00,7.67 Ar,-6.37%,-7.48%,+19.32%,+24.67%,+133.42%,+133.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVCL,Trishuli Jal Vidhyut Company Limited,Hydro Power,554.90,10.28 Ar,+1.26%,+18.52%,+41.74%,+27.30%,-9.99%,+88.23%,-6.14,-90.34,6.77,0.00,0.00,0.00%,0.00,0.00,0.00%,"-27,475.05","-30,386.77",-9.58%,-6.14,-1.70,+261.67%,81.94,83.41,-1.76%,"71,32,449.26","69,14,230.81",+3.16%,"56,66,391.78","54,21,943.17",+4.51%,"17,89,162.77","17,89,162.77",0.00%,"-3,23,105.29","-2,96,875.13",+8.84%
UAIL,United Ajod Insurance Limited,Non Life Insurance,461.00,10.65 Ar,-0.65%,-5.82%,+1.99%,-3.76%,-28.01%,-6.59%,-26.18,-17.61,2.38,"3,63,461.68","17,44,856.23",-79.17%,"-60,365.58","10,03,990.33",-106.01%,"-1,51,193.33","2,16,432.84",-169.86%,-26.18,9.37,-379.43%,169.49,176.76,-4.11%,"78,32,148.34","73,41,919.38",+6.68%,"39,16,832.42","32,58,860.73",+20.19%,"23,10,000.00","23,10,000.00",0.00%,"-50,552.06","1,00,641.27",-150.23%
UHEWA,Upper Hewakhola Hydropower Company Limited,Hydro Power,566.00,2.83 Ar,+0.52%,-2.93%,+3.12%,+12.95%,-24.22%,+355.11%,41.46,13.65,4.49,"93,319.76","2,27,662.72",-59.01%,"91,687.12","2,23,060.96",-58.90%,"51,827.92","65,431.98",-20.79%,41.46,13.09,+216.84%,126.07,115.33,+9.31%,"15,85,300.93","15,45,458.41",+2.58%,"9,54,951.84","9,68,820.65",-1.43%,"5,00,000.00","5,00,000.00",0.00%,"1,30,349.10","76,637.76",+70.08%
ULBSL,Upakar Laghubitta Bittiya Sanstha Limited,Microcredit,"3,299.00",3.50 Ar,-0.03%,-1.82%,-5.20%,-14.84%,-34.61%,+323.90%,29.12,113.30,11.21,"84,893.94","3,24,786.00",-73.86%,"42,778.54","1,55,373.00",-72.47%,"7,727.08","34,245.00",-77.44%,29.12,32.26,-9.74%,294.27,223.22,+31.83%,"28,33,721.16","29,96,373.00",-5.43%,"24,53,583.08","27,59,430.00",-11.08%,"1,06,148.20","1,06,148.00",0.00%,"2,06,217.74","1,30,795.00",+57.66%
ULHC,Upper Lohore Khola Hydropower Company Limited,Hydro Power,485.00,2.47 Ar,-1.62%,+2.75%,+5.66%,+6.59%,-13.04%,+83.71%,-0.36,-1358.67,4.94,0.00,0.00,0.00%,0.00,0.00,0.00%,"-1,364.87","-1,131.92",+20.58%,-0.36,-0.44,-19.61%,98.27,98.31,-0.05%,"12,34,679.23","12,06,096.49",+2.37%,"7,33,719.06","7,04,903.37",+4.09%,"5,09,804.00","5,09,804.00",0.00%,"-8,843.83","-8,610.88",+2.71%
UMHL,United Modi Hydropower,Hydro Power,657.00,8.08 Ar,-4.37%,+1.39%,+16.49%,+21.22%,+84.03%,+324.06%,6.24,105.37,6.01,"76,260.00","2,82,682.00",-73.02%,"71,270.00","2,64,822.00",-73.09%,"19,181.00","52,047.00",-63.15%,6.24,4.23,+47.41%,109.24,107.68,+1.45%,"21,34,179.00","21,28,029.00",+0.29%,"7,89,994.00","8,03,026.00",-1.62%,"12,30,500.00","12,30,500.00",0.00%,"1,13,684.00","94,503.00",+20.30%
UMRH,United IDI Mardi RB Hydropower Limited,Hydro Power,562.00,2.59 Ar,-1.40%,-3.77%,+8.33%,+2.76%,-15.52%,+181.39%,23.08,24.35,5.03,"63,338.20","1,59,855.66",-60.38%,"51,769.44","1,42,623.26",-63.70%,"26,586.06","26,268.77",+1.21%,23.08,5.70,+304.83%,111.73,105.96,+5.44%,"14,50,865.08","14,25,966.80",+1.75%,"9,35,996.41","9,37,684.18",-0.18%,"4,60,824.00","4,60,824.00",0.00%,"54,044.68","27,458.62",+96.82%
UNHPL,Union Hydropower Limited,Hydro Power,508.00,3.81 Ar,+3.67%,+10.41%,+6.79%,-3.97%,+45.14%,+334.19%,7.79,65.22,4.94,"27,751.91","75,097.13",-63.05%,"27,210.99","73,483.79",-62.97%,"14,603.41","26,222.84",-44.31%,7.79,3.50,+122.76%,102.84,100.89,+1.93%,"7,94,477.87","7,81,904.21",+1.61%,"23,187.77","25,217.52",-8.05%,"7,50,000.00","7,50,000.00",0.00%,"21,290.11","6,686.69",+218.40%
UNL,Unilever Nepal,Manufacturing And Processing,"47,100.00",43.36 Ar,+0.21%,-0.84%,+0.21%,-1.88%,+4.16%,+187.72%,1302.50,36.16,7.85,"20,29,900.00","84,12,400.00",-75.87%,"9,59,800.00","46,55,600.00",-79.38%,"2,99,900.00","19,61,900.00",-84.71%,"1,302.50","2,130.18",-38.86%,"6,001.30","5,663.63",+5.96%,"82,29,500.00","79,67,700.00",+3.29%,"27,02,300.00","27,51,400.00",-1.78%,"92,100.00","92,100.00",0.00%,"54,35,100.00","51,24,100.00",+6.07%
UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,Microcredit,"1,881.40",2.80 Ar,-0.98%,-3.86%,-0.40%,-7.77%,-31.88%,+90.16%,50.07,37.58,6.91,"1,36,720.77","4,70,619.86",-70.95%,"72,883.69","2,25,112.79",-67.62%,"18,598.06","40,528.41",-54.11%,50.07,27.28,+83.56%,272.14,269.94,+0.81%,"37,91,462.05","37,74,800.83",+0.44%,"33,87,131.94","33,73,730.18",+0.40%,"1,48,575.00","1,48,575.00",0.00%,"2,55,755.11","2,52,495.65",+1.29%
UPCL,Universal Power Company Ltd,Hydro Power,379.00,8.64 Ar,-3.07%,-0.05%,+4.99%,-1.30%,+35.69%,+230.78%,9.40,40.30,3.30,"95,358.35","3,37,822.67",-71.77%,"87,808.22","2,84,829.67",-69.17%,"53,600.06","1,39,913.68",-61.69%,9.40,6.14,+53.24%,114.76,112.56,+1.96%,"40,59,217.93","40,49,135.38",+0.25%,"14,42,660.63","14,82,820.86",-2.71%,"22,79,929.93","22,79,929.93",0.00%,"3,36,627.37","2,86,384.60",+17.54%
UPPER,Upper Tamakoshi Hydropower Ltd,Hydro Power,189.00,40.03 Ar,-1.31%,-2.78%,+8.68%,+3.56%,-10.21%,-36.15%,31.63,5.98,3.55,"38,55,149.07","69,23,881.51",-44.32%,"37,48,790.91","67,44,664.26",-44.42%,"16,74,689.00","-25,72,538.62",-165.10%,31.63,-12.15,-360.39%,53.25,45.34,+17.44%,"8,50,07,782.97","8,44,02,176.29",+0.72%,"7,37,30,376.08","7,47,99,458.41",-1.43%,"2,11,80,000.00","2,11,80,000.00",0.00%,"-99,02,593.12","-1,15,77,282.12",-14.47%
USHEC,Upper Solu Hydro Electric Company Limited,Hydro Power,485.10,6.55 Ar,+0.41%,+1.49%,+5.46%,+2.78%,-31.77%,+35.88%,34.52,14.05,4.31,"2,58,348.20","7,24,053.74",-64.32%,"2,36,879.90","6,21,961.28",-61.91%,"1,16,498.34","1,13,203.31",+2.91%,34.52,8.39,+311.64%,112.67,102.74,+9.66%,"48,28,372.48","47,51,944.57",+1.61%,"33,07,319.60","33,64,902.82",-1.71%,"13,50,000.00","13,50,000.00",0.00%,"1,71,052.87","37,041.76",+361.78%
USHL,Upper Syange Hydropower Limited,Hydro Power,797.00,1.75 Ar,-0.98%,-2.80%,-6.00%,+10.86%,-6.33%,+185.77%,1.67,478.45,8.64,"18,948.40","51,787.61",-63.41%,"18,176.40","47,108.84",-61.42%,916.18,"76,257.52",-98.80%,1.67,34.66,-95.19%,92.25,93.61,-1.46%,"6,29,863.36","6,25,739.41",+0.66%,"4,26,911.43","4,19,788.69",+1.70%,"2,20,000.00","2,20,000.00",0.00%,"-17,048.07","-14,049.28",+21.34%
USLB,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,Microcredit,"1,485.00",3.67 Ar,-0.27%,-5.38%,+1.71%,-32.50%,-12.62%,+28.78%,6.95,213.80,9.90,"1,29,161.81","5,42,820.98",-76.21%,"66,354.93","2,70,427.07",-75.46%,"4,286.64","52,431.29",-91.82%,6.95,21.24,-67.30%,149.95,148.21,+1.17%,"41,00,603.13","40,49,718.17",+1.26%,"37,30,434.37","36,83,836.04",+1.26%,"2,46,865.74","2,46,865.74",0.00%,"1,23,303.02","1,19,016.39",+3.60%
VLBS,Vijaya Laghubitta Bittiya Sanstha,Microcredit,770.00,5.74 Ar,-0.05%,-2.77%,+1.72%,-1.94%,-16.58%,-20.39%,17.19,44.80,4.53,"3,37,767.37","13,35,547.43",-74.71%,"1,73,971.87","6,34,166.35",-72.57%,"32,011.14","96,778.15",-66.92%,17.19,12.99,+32.31%,169.93,165.62,+2.60%,"1,13,05,662.26","1,09,91,974.08",+2.85%,"1,00,39,618.83","97,58,006.10",+2.89%,"7,45,040.36","7,45,040.36",0.00%,"5,21,003.06","4,88,927.62",+6.56%
VLUCL,Vision Lumbini Urja Company Limited,Hydro Power,582.00,11.13 Ar,-2.37%,+0.34%,+3.10%,0.00%,-23.32%,+44.85%,-19.80,-29.40,4.51,"96,825.17","3,79,176.86",-74.46%,"59,204.27","3,34,488.94",-82.30%,"-94,663.58","-42,759.09",+121.39%,-19.80,-2.24,+785.55%,129.07,134.14,-3.78%,"69,81,993.96","70,34,670.15",-0.75%,"45,13,459.79","44,69,173.21",+0.99%,"19,12,500.00","19,12,500.00",0.00%,"5,56,034.17","6,52,996.94",-14.85%
WNLB,Wean Nepal Laghubitta Bittiya Sanstha Limited,Microcredit,"1,540.00",1.30 Ar,-1.70%,-3.39%,+3.98%,-26.60%,-44.80%,+84.28%,4.45,346.24,11.08,"28,109.28","1,06,378.27",-73.58%,"14,135.04","47,086.57",-69.98%,937.82,"9,697.74",-90.33%,4.45,11.50,-61.32%,138.94,137.95,+0.72%,"9,57,851.26","8,76,841.04",+9.24%,"8,40,665.53","7,60,492.81",+10.54%,"84,340.55","84,340.55",0.00%,"32,845.18","32,007.67",+2.62%
